bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,model_type
38,5,0.13157894736842105,38.0,-21.58,-0.5678947368421052,-21.8084,-0.5739052631578947,-21.58,4.685526315789473,0.2763682549962104,0.03290321891327336,-0.008817912586632294,0.47368421052631576,0.0065956783141774685,other
267,115,0.4307116104868914,267.0,-2.950000000000003,-0.01104868913857679,-5.930999999999997,-0.022213483146067407,-30.27999999999999,4.117977528089888,0.5129186189254339,0.10226287373990753,-0.0006520168742517068,0.4232209737827715,0.04884801336080867,top_10
