tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,execution_odds_source,closing_odds_source,friction_bps,friction_adjusted_odds,clv,market_probability,market_overround,edge,ev,friction_adjusted_ev,fractional_kelly_25,edge_trust_probability,accepted_by_strategy,won,stake,profit,friction_adjusted_profit
2019-02-11,2019-02-14,New York,R16,Hard,3,John Isner,Bernard Tomic,player1,top_10,0.8811101998322786,1.4,1.37,selected,average_proxy,200.0,1.392,0.021897810218977964,0.6626506024096386,1.077922077922078,0.21845959742263998,0.2335542797651899,0.2265053981665317,0.14597142485324371,,True,True,1.0,0.3999999999999999,0.3919999999999999
2019-02-11,2019-02-14,Buenos Aires,R16,Clay,3,Maximilian Marterer,Dominic Thiem,player1,top_10,0.2495758246734304,4.5,4.87,selected,average_proxy,200.0,4.43,-0.07597535934291588,0.2077464788732394,1.0696798493408664,0.04182934580019099,0.12309121103043685,0.10562090330329665,0.008792229359316919,,True,False,1.0,-1.0,-1.0
2019-02-11,2019-02-15,Rotterdam,QF,Hard,3,Damir Dzumhur,Gael Monfils,player2,other,0.2576282323974606,4.33,4.25,selected,average_proxy,200.0,4.2634,0.018823529411764683,0.2198198198198198,1.0506190133646311,0.03780841257764078,0.11553024628100428,0.0983722060033334,0.008673441912988309,,True,False,1.0,-1.0,-1.0
2019-02-11,2019-02-15,Rotterdam,QF,Hard,3,Marton Fucsovics,Kei Nishikori,player2,top_10,0.24699259877993918,4.5,4.58,selected,average_proxy,200.0,4.43,-0.017467248908296984,0.21052631578947367,1.0555555555555556,0.036466282990465504,0.11146669450972635,0.09417721259513046,0.007961906750694739,,True,False,1.0,-1.0,-1.0
2019-02-11,2019-02-15,Buenos Aires,QF,Clay,3,Pablo Cuevas,Dominic Thiem,player2,top_10,0.32989763733248634,3.5,3.62,selected,average_proxy,200.0,3.45,-0.03314917127071826,0.27083333333333337,1.0549450549450547,0.05906430399915297,0.15464173066370213,0.13814684879707795,0.015464173066370213,,True,False,1.0,-1.0,-1.0
2019-02-11,2019-02-16,Rotterdam,SF,Hard,3,Stan Wawrinka,Kei Nishikori,player1,top_10,0.43615303001222994,2.5,2.48,selected,average_proxy,200.0,2.4699999999999998,0.008064516129032251,0.3796526054590571,1.05359477124183,0.056500424553172834,0.09038257503057479,0.07729798413020783,0.015063762505095798,,True,True,1.0,1.5,1.4699999999999998
2019-02-11,2019-02-16,New York,QF,Hard,3,Jordan Thompson,John Isner,player1,top_10,0.41312378456061927,3.4,3.52,selected,average_proxy,200.0,3.352,-0.03409090909090917,0.28118393234672306,1.0459973463069439,0.1319398522138962,0.4046208675061055,0.38479092584719576,0.04214800703188599,,True,False,1.0,-1.0,-1.0
2019-02-11,2019-02-16,Buenos Aires,SF,Clay,3,Dominic Thiem,Diego Schwartzman,player1,top_10,0.8028950454710537,1.4,1.42,selected,average_proxy,200.0,1.392,-0.014084507042253502,0.6818181818181818,1.0476190476190477,0.12107686365287196,0.12405306365947516,0.11762990329570672,0.077533164787172,,True,False,1.0,-1.0,-1.0
2019-02-18,2019-02-20,Delray Beach,R32,Hard,3,Juan Martin del Potro,Yoshihito Nishioka,player1,top_10,0.8327394094809718,1.25,1.32,selected,average_proxy,200.0,1.245,-0.053030303030303094,0.75,1.0666666666666667,0.0827394094809718,0.040924261851214755,0.036760564803809986,0.040924261851214755,,True,True,1.0,0.25,0.2450000000000001
2019-02-18,2019-02-20,Delray Beach,R16,Hard,3,John Isner,Lukas Lacko,player1,top_10,0.9439857054403364,1.11,1.12,selected,average_proxy,200.0,1.1078000000000001,-0.008928571428571397,0.8541392904073586,1.0547470547470548,0.08984641503297786,0.047824133038773545,0.04574736448680482,0.10869121145175796,,True,True,1.0,0.1100000000000001,0.10780000000000012
2019-02-18,2019-02-22,Delray Beach,R16,Hard,3,Juan Martin del Potro,Reilly Opelka,player2,top_10,0.6929307664478245,1.5,1.51,selected,average_proxy,200.0,1.49,-0.0066225165562914245,0.625,1.0666666666666667,0.06793076644782448,0.03939614967173671,0.03246684200725847,0.019698074835868357,,True,True,1.0,0.5,0.49
2019-02-18,2019-02-22,Delray Beach,QF,Hard,3,Adrian Mannarino,John Isner,player1,top_10,0.2461217869860295,4.33,4.1,selected,average_proxy,200.0,4.2634,0.056097560975609806,0.2198198198198198,1.0506190133646311,0.026301967166209694,0.06570733764950776,0.04931562663623812,0.004932983307020102,,True,False,1.0,-1.0,-1.0
2019-02-18,2019-02-23,Delray Beach,SF,Hard,3,John Isner,Daniel Evans,player1,top_10,0.7425777000493743,1.44,1.42,selected,average_proxy,200.0,1.4312,0.014084507042253502,0.6563245823389022,1.058080808080808,0.08625311771047206,0.06931188807109895,0.06277720431066452,0.03938175458585168,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-25,Dubai,R32,Hard,3,Roger Federer,Philipp Kohlschreiber,player2,top_10,0.98,1.1,1.11,selected,average_proxy,200.0,1.098,-0.009009009009009028,0.8641975308641975,1.051948051948052,0.1158024691358025,0.07800000000000007,0.07604000000000007,0.195,,True,True,1.0,0.10000000000000009,0.09800000000000009
2019-02-25,2019-02-26,Dubai,R32,Hard,3,Marin Cilic,Gael Monfils,player2,top_10,0.6920903471009866,1.8,1.93,selected,average_proxy,200.0,1.784,-0.06735751295336778,0.5135135135135135,1.0818713450292399,0.17857683358747312,0.2457626247817759,0.23468917922816013,0.07680082024430497,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-26,Dubai,R32,Hard,3,Benoit Paire,Kei Nishikori,player2,top_10,0.27399654591581035,4.5,4.82,selected,average_proxy,200.0,4.43,-0.06639004149377603,0.2077464788732394,1.0696798493408664,0.06625006704257094,0.23298445662114664,0.21380469840703975,0.016641746901510473,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-27,Dubai,R16,Hard,3,Egor Gerasimov,Stefanos Tsitsipas,player2,other,0.2438948819351482,4.33,4.3,selected,average_proxy,200.0,4.2634,0.006976744186046657,0.21699819168173598,1.0642802155504234,0.02689669025341221,0.05606483877919166,0.039821439642310774,0.004209071980419794,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-27,Acapulco,R32,Hard,3,Mischa Zverev,Rafael Nadal,player2,top_10,0.10486504171222344,11.0,10.09,selected,average_proxy,200.0,10.8,0.09018830525272548,0.08713692946058092,1.0432900432900432,0.017728112251642517,0.15351545883445783,0.1325424504920132,0.0038378864708614457,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-27,Acapulco,R16,Hard,3,Peter Gojowczyk,John Millman,player1,other,0.375125272940085,2.75,2.79,selected,average_proxy,200.0,2.715,-0.014336917562724039,0.3373493975903614,1.077922077922078,0.0377758753497236,0.03159450058523383,0.01846511603233081,0.004513500083604833,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-28,Dubai,QF,Hard,3,Marton Fucsovics,Roger Federer,player1,top_10,0.28555799824829053,5.0,5.05,selected,average_proxy,200.0,4.92,-0.00990099009900991,0.1883116883116883,1.0620689655172415,0.09724630993660224,0.42778999124145267,0.4049453513815895,0.026736874452590792,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-28,Acapulco,R16,Hard,3,David Ferrer,Alexander Zverev,player2,top_10,0.24293097192641577,5.0,4.89,selected,average_proxy,200.0,4.92,0.02249488752556239,0.1883116883116883,1.0620689655172415,0.05461928361472748,0.21465485963207886,0.19522038187796553,0.013415928727004929,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-02-28,Acapulco,R16,Hard,3,Steve Johnson,Stan Wawrinka,player1,other,0.28724559953513973,3.75,3.65,selected,average_proxy,200.0,3.695,0.027397260273972712,0.25,1.0666666666666667,0.03724559953513973,0.07717099825677398,0.06137249028234126,0.007015545296070362,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-03-01,Sao Paulo,QF,Clay,3,Marco Trungelliti,Guido Pella,player1,other,0.23394509925715992,4.5,4.62,selected,average_proxy,200.0,4.43,-0.025974025974025983,0.21052631578947367,1.0555555555555556,0.02341878346768625,0.052752946657219635,0.036376789709218316,0.003768067618372831,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-03-01,Acapulco,QF,Hard,3,John Millman,John Isner,player1,top_10,0.46283717039383304,2.3,2.28,selected,average_proxy,200.0,2.274,0.00877192982456143,0.411764705882353,1.0559006211180124,0.051072464511480065,0.06452549190581591,0.052491725475576345,0.012408748443426139,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-03-02,Dubai,F,Hard,3,Roger Federer,Stefanos Tsitsipas,player1,top_10,0.933101929334694,1.28,1.32,selected,average_proxy,200.0,1.2744,-0.030303030303030276,0.7455268389662029,1.0479166666666666,0.18757509036849118,0.19437046954840842,0.1891450987441341,0.1735450620967932,,True,True,1.0,0.28,0.2744
2019-02-25,2019-03-02,Acapulco,SF,Hard,3,Cameron Norrie,Alexander Zverev,player2,top_10,0.280874111517174,5.0,5.09,selected,average_proxy,200.0,4.92,-0.017681728880157177,0.1883116883116883,1.0620689655172415,0.09256242320548572,0.40437055758587004,0.38190062866449614,0.025273159849116877,,True,False,1.0,-1.0,-1.0
2019-02-25,2019-03-02,Acapulco,SF,Hard,3,Nick Kyrgios,John Isner,player2,top_10,0.6137664344440832,1.72,1.74,selected,average_proxy,200.0,1.7056,-0.011494252873563204,0.549738219895288,1.0575858250276855,0.06402821454879515,0.055678267243823076,0.04684003058782826,0.019332731681883014,,True,True,1.0,0.72,0.7056
2019-03-04,2019-03-09,Indian Wells Masters,R64,Hard,4,Felix Auger Aliassime,Stefanos Tsitsipas,player1,top_10,0.4138869612951542,3.0,3.03,selected,average_proxy,200.0,2.96,-0.009900990099009799,0.3119266055045871,1.0686274509803921,0.10196035579056706,0.24166088388546247,0.2251054054336563,0.03020761048568281,,True,True,1.0,2.0,1.96
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Mackenzie Mcdonald,Daniil Medvedev,player1,other,0.28724559953513973,3.75,3.94,selected,average_proxy,200.0,3.695,-0.048223350253807085,0.25,1.0666666666666667,0.03724559953513973,0.07717099825677398,0.06137249028234126,0.007015545296070362,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Nicolas Jarry,Kyle Edmund,player1,other,0.3144809930787147,3.4,3.43,selected,average_proxy,200.0,3.352,-0.008746355685131268,0.2765957446808511,1.0633484162895928,0.03788524839786361,0.0692353764676299,0.054140288799851555,0.007212018382044781,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Martin Klizan,Alexander Zverev,player2,top_10,0.23087932000286115,5.5,6.12,selected,average_proxy,200.0,5.41,-0.10130718954248363,0.1716867469879518,1.0590111642743223,0.05919257301490935,0.26983626001573646,0.24905712121547885,0.014990903334207582,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Jordan Thompson,Dominic Thiem,player1,top_10,0.39411499336007094,3.25,3.36,selected,average_proxy,200.0,3.205,-0.03273809523809523,0.2903930131004367,1.059572006940428,0.10372198025963425,0.2808737284202305,0.2631385537190274,0.031208192046692278,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-11,Indian Wells Masters,R32,Hard,4,Jan Lennard Struff,Alexander Zverev,player2,top_10,0.2797877163503044,5.0,4.94,selected,average_proxy,200.0,4.92,0.012145748987854255,0.1883116883116883,1.0620689655172415,0.09147602803861613,0.3989385817515221,0.3765555644434977,0.02493366135947013,,True,True,1.0,4.0,3.92
2019-03-04,2019-03-11,Indian Wells Masters,R32,Hard,4,Gilles Simon,Dominic Thiem,player1,top_10,0.44112546103821204,3.0,2.97,selected,average_proxy,200.0,2.96,0.010101010101009944,0.3181818181818181,1.0476190476190477,0.12294364285639392,0.3233763831146361,0.3057313646731076,0.040422047889329515,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-12,Indian Wells Masters,R32,Hard,4,John Isner,Guido Pella,player2,top_10,0.8583662356932734,1.22,1.24,selected,average_proxy,200.0,1.2156,-0.016129032258064502,0.7801801801801801,1.0506190133646311,0.07818605551309332,0.04720680754579354,0.04342999610874318,0.0536440994838563,,True,True,1.0,0.21999999999999997,0.2156
2019-03-04,2019-03-12,Indian Wells Masters,R32,Hard,4,Hubert Hurkacz,Kei Nishikori,player1,top_10,0.357941780566305,3.2,3.38,selected,average_proxy,200.0,3.156,-0.053254437869822424,0.2982456140350877,1.0477941176470589,0.05969616653121729,0.14541369781217606,0.12966425946725857,0.016524283842292733,,True,True,1.0,2.2,2.156
2019-03-04,2019-03-13,Indian Wells Masters,R16,Hard,4,John Isner,Karen Khachanov,player1,top_10,0.6994637459300199,1.61,1.64,selected,average_proxy,200.0,1.5978,-0.018292682926829174,0.588235294117647,1.0559006211180124,0.11122845181237295,0.12613663094733213,0.11760317324698588,0.05169534055218529,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-13,Indian Wells Masters,R16,Hard,4,Kyle Edmund,Roger Federer,player1,top_10,0.3454906144828118,4.5,4.52,selected,average_proxy,200.0,4.43,-0.004424778761061843,0.21052631578947367,1.0555555555555556,0.13496429869333815,0.5547077651726531,0.5305234221588562,0.03962198322661808,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-14,Indian Wells Masters,R16,Hard,4,Ivo Karlovic,Dominic Thiem,player1,top_10,0.40213604512562073,3.5,3.43,selected,average_proxy,200.0,3.45,0.020408163265306145,0.27083333333333337,1.0549450549450547,0.13130271179228736,0.4074761579396725,0.3873693556833916,0.040747615793967254,,True,False,1.0,-1.0,-1.0
2019-03-04,2019-03-16,Indian Wells Masters,SF,Hard,4,Dominic Thiem,Milos Raonic,player1,top_10,0.4376037219198967,2.37,2.37,selected,average_proxy,200.0,2.3426,0.0,0.398477157360406,1.058883603429278,0.039126564559490706,0.03712082095015523,0.025130478969550007,0.006773872436159714,,True,True,1.0,1.37,1.3426
2019-03-04,2019-03-17,Indian Wells Masters,F,Hard,4,Dominic Thiem,Roger Federer,player1,top_10,0.26739366520470675,4.0,3.98,selected,average_proxy,200.0,3.94,0.005025125628140614,0.23809523809523808,1.05,0.029298427109468672,0.06957466081882702,0.05353104090654459,0.005797888401568918,,True,True,1.0,3.0,2.94
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Kei Nishikori,Dusan Lajovic,player1,top_10,0.8891150459083326,1.18,1.16,selected,average_proxy,200.0,1.1764,0.01724137931034475,0.7922535211267606,1.0696798493408664,0.09686152478157195,0.04915575417183238,0.045954940006562334,0.06827188079421166,,True,False,1.0,-1.0,-1.0
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Mischa Zverev,Nikoloz Basilashvili,player1,other,0.31449569509939257,3.75,3.7,selected,average_proxy,200.0,3.695,0.013513513513513375,0.25,1.0666666666666667,0.06449569509939257,0.1793588566227221,0.16206159339225545,0.016305350602065647,,True,False,1.0,-1.0,-1.0
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Hubert Hurkacz,Dominic Thiem,player1,top_10,0.405774556015049,3.0,3.18,selected,average_proxy,200.0,2.96,-0.05660377358490576,0.3119266055045871,1.0686274509803921,0.09384795051046191,0.21732366804514702,0.2010926858045451,0.027165458505643378,,True,True,1.0,2.0,1.96
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Ilya Ivashka,Kyle Edmund,player1,other,0.23116526234092566,4.5,4.6,selected,average_proxy,200.0,4.43,-0.021739130434782483,0.2077464788732394,1.0696798493408664,0.02341878346768625,0.040243680534165494,0.02406211217030063,0.0028745486095832495,,True,False,1.0,-1.0,-1.0
2019-03-18,2019-03-23,Miami Masters,R64,Hard,4,Mackenzie Mcdonald,Stefanos Tsitsipas,player1,top_10,0.38526546252355826,3.75,3.84,selected,average_proxy,200.0,3.695,-0.0234375,0.25,1.0666666666666667,0.13526546252355826,0.4447454844633436,0.4235558840245477,0.040431407678485784,,True,False,1.0,-1.0,-1.0
2019-03-18,2019-03-24,Miami Masters,R64,Hard,4,David Ferrer,Alexander Zverev,player2,top_10,0.2976327022911728,4.0,4.05,selected,average_proxy,200.0,3.94,-0.012345679012345623,0.23371647509578544,1.069672131147541,0.06391622719538734,0.19053080916469112,0.17267284702722074,0.015877567430390926,,True,True,1.0,3.0,2.94
2019-03-18,2019-03-25,Miami Masters,R32,Hard,4,Kevin Anderson,Joao Sousa,player2,top_10,0.6923244947344314,1.53,1.52,selected,average_proxy,200.0,1.5194,0.006578947368421018,0.6203473945409429,1.05359477124183,0.07197710019348846,0.059256476943680025,0.05191783729949506,0.027951168369660388,,True,True,1.0,0.53,0.5194000000000001
2019-03-18,2019-03-26,Miami Masters,R32,Hard,4,Leonardo Mayer,Stefanos Tsitsipas,player1,top_10,0.36334798641525134,4.0,3.84,selected,average_proxy,200.0,3.94,0.04166666666666674,0.23809523809523808,1.05,0.12525274832001326,0.4533919456610054,0.43159106647609025,0.03778266213841711,,True,False,1.0,-1.0,-1.0
2019-03-18,2019-03-26,Miami Masters,R16,Hard,4,Kevin Anderson,Jordan Thompson,player1,top_10,0.8053040158369336,1.4,1.42,selected,average_proxy,200.0,1.392,-0.014084507042253502,0.6818181818181818,1.0476190476190477,0.1234858340187518,0.12742562217170694,0.12098319004501146,0.07964101385731685,,True,True,1.0,0.3999999999999999,0.3919999999999999
