bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,model_type
38,5,0.13157894736842105,38.0,-21.58,-0.5678947368421052,-21.58,4.685526315789473,0.2763682549962104,0.03290321891327336,-0.008817912586632294,0.47368421052631576,other
267,115,0.4307116104868914,267.0,-2.950000000000003,-0.01104868913857679,-30.27999999999999,4.117977528089888,0.5129186189254339,0.10226287373990753,-0.0006520168742517068,0.4232209737827715,top_10
