bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,rule,rule_size
52,30,0.5769230769230769,52.0,15.239999999999998,0.29307692307692307,14.4952,0.2787538461538462,-6.0,2.464807692307692,0.5707588808284603,0.08814615448261948,0.012833288539376701,1.0,0.03843017945488271,round=SF & clv_bucket=0-2.5%,2
50,29,0.58,50.0,14.620000000000001,0.2924,13.9076,0.278152,-6.0,2.4509999999999996,0.5777435808726981,0.08947153523471822,0.012469706815645647,1.0,0.039380860125354786,model_type=top_10 & round=SF & clv_bucket=0-2.5%,3
33,13,0.3939393939393939,33.0,9.719999999999999,0.2945454545454545,9.125599999999999,0.2765333333333333,-8.76,3.283333333333333,0.33215877804961536,0.03608894036503969,0.013903867154980641,1.0,0.007586431826863185,model_type=other & probability_bucket=25-40% & clv_bucket=0-2.5%,3
104,56,0.5384615384615384,104.0,30.159999999999997,0.29,28.5968,0.2749692307692308,-11.62,3.161730769230769,0.4970345567179523,0.07571909503088331,0.012872560879347766,1.0,0.03465378713895081,surface=Hard & tournament_importance=4 & clv_bucket=0-2.5%,3
53,34,0.6415094339622641,53.0,14.91,0.28132075471698115,14.231800000000002,0.26852452830188683,-5.0,2.8554716981132082,0.6141183139773321,0.08514653658830103,0.013462749906681637,0.4716981132075472,0.05543985133843837,tournament_importance=3 & round=R16 & edge_bucket=7.5-10%,3
40,20,0.5,40.0,11.33,0.28325,10.7034,0.267585,-3.0,2.61925,0.44966512616062404,0.08409989641371882,0.012616621763066733,1.0,0.026009041877665402,tournament_importance=4 & odds_bucket=2-3 & clv_bucket=0-2.5%,3
40,15,0.375,40.0,11.41,0.28525,10.681799999999999,0.267045,-6.0,3.5754999999999995,0.3273369526270538,0.051979539375372065,0.036127313242660046,1.0,0.012990245302923864,round=R16 & probability_bucket=25-40% & clv_bucket=2.5-5%,3
102,18,0.17647058823529413,102.0,29.33,0.2875490196078431,27.063400000000005,0.26532745098039223,-15.5,7.6550980392156855,0.18411625749041718,0.04434685392878476,0.009355286043489354,0.5882352941176471,0.010729800802274694,model_type=top_10 & tournament_importance=4 & probability_bucket=0-25%,3
50,7,0.14,50.0,14.33,0.2866,13.183400000000002,0.26366800000000007,-20.5,10.0666,0.16758294453916076,0.03986619403692195,0.6036637785323055,0.64,0.009360139445427048,surface=Hard & round=R64 & probability_bucket=0-25%,3
88,51,0.5795454545454546,88.0,24.389999999999997,0.27715909090909085,23.162199999999995,0.2632068181818181,-6.1,2.829772727272727,0.5672913391274177,0.09831492127944234,-0.016607726992128827,0.0,0.0533202645288339,surface=Grass & clv_bucket=-5-0%,2
