tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,execution_odds_source,closing_odds_source,friction_bps,friction_adjusted_odds,clv,market_probability,market_overround,edge,ev,friction_adjusted_ev,fractional_kelly_25,edge_trust_probability,accepted_by_strategy,won,stake,profit,friction_adjusted_profit,profit_metric,odds_bucket,probability_bucket,edge_bucket,clv_bucket,cluster
2019-01-14,2019-01-14,Australian Open,R128,Hard,5,James Duckworth,Rafael Nadal,player2,top_10,0.1899965654479229,11.0,11.64,B365W/B365L,AvgW/AvgL,200.0,10.8,-0.0549828178694158,0.0871369294605809,1.0432900432900432,0.102859635987342,1.0899622199271528,1.0519629068375684,0.0272490554981788,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,10%+,<-5%,6
2019-01-14,2019-01-15,Australian Open,R128,Hard,5,Kamil Majchrzak,Kei Nishikori,player1,top_10,0.1139187368674845,17.0,15.25,B365W/B365L,AvgW/AvgL,200.0,16.68,0.1147540983606556,0.0566037735849056,1.0392156862745097,0.0573149632825788,0.9366185267472368,0.9001645309496418,0.0146346644804255,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,5-7.5%,5%+,6
2019-01-14,2019-01-15,Australian Open,R128,Hard,5,Steve Darcis,Borna Coric,player2,other,0.187909012925324,5.5,5.37,B365W/B365L,AvgW/AvgL,200.0,5.41,0.0242085661080073,0.1716867469879518,1.0590111642743223,0.0162222659373722,0.0334995710892821,0.016587759926003,0.0018610872827378,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,<=3%,0-2.5%,0
2019-01-14,2019-01-15,Australian Open,R128,Hard,5,Benoit Paire,Dominic Thiem,player1,top_10,0.4295688741376467,3.75,3.68,B365W/B365L,AvgW/AvgL,200.0,3.695,0.0190217391304348,0.2544731610337972,1.0479166666666666,0.1750957131038494,0.610883278016175,0.5872569899386044,0.0555348434560159,,True,False,1.0,-1.0,-1.0,-1.0,3-5,40-50%,10%+,0-2.5%,1
2019-01-14,2019-01-16,Australian Open,R64,Hard,5,John Millman,Roberto Bautista Agut,player1,other,0.3184295318818628,3.4,3.46,B365W/B365L,AvgW/AvgL,200.0,3.352,-0.0173410404624277,0.281183932346723,1.045997346306944,0.0372455995351397,0.0826604083983335,0.067375790868004,0.0086104592081597,,True,False,1.0,-1.0,-1.0,-1.0,3-5,25-40%,3-5%,-5-0%,0
2019-01-14,2019-01-16,Australian Open,R64,Hard,5,Matthew Ebden,Rafael Nadal,player2,top_10,0.1379670789255149,10.0,9.92,B365W/B365L,AvgW/AvgL,200.0,9.82,0.0080645161290322,0.0958408679927667,1.0433962264150942,0.0421262109327482,0.3796707892551496,0.3548367150485569,0.010546410812643,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,3-5%,0-2.5%,2
2019-01-14,2019-01-17,Australian Open,R64,Hard,5,Novak Djokovic,Jo-Wilfried Tsonga,player1,top_10,0.9729929802649622,1.06,1.06,B365W/B365L,AvgW/AvgL,200.0,1.0588,0.0,0.9041591320072332,1.0433962264150942,0.0688338482577288,0.0313725590808599,0.0302049675045419,0.1307189961702496,,True,True,1.0,0.06,0.0587999999999999,0.0587999999999999,1-1.5,75-100%,5-7.5%,-5-0%,4
2019-01-14,2019-01-18,Australian Open,R32,Hard,5,Marin Cilic,Fernando Verdasco,player2,top_10,0.8350135629859144,1.28,1.3,B365W/B365L,AvgW/AvgL,200.0,1.2744,-0.0153846153846154,0.7455268389662029,1.0479166666666666,0.0894867240197115,0.0688173606219705,0.0641412846692493,0.0614440719839022,,True,True,1.0,0.28,0.2744,0.2744,1-1.5,75-100%,7.5-10%,-5-0%,3
2019-01-14,2019-01-18,Australian Open,R32,Hard,5,Diego Schwartzman,Tomas Berdych,player1,other,0.2680590834466606,4.0,4.04,B365W/B365L,AvgW/AvgL,200.0,3.94,-0.0099009900990099,0.238095238095238,1.05,0.0299638453514225,0.0722363337866425,0.0561527887798428,0.0060196944822202,,True,False,1.0,-1.0,-1.0,-1.0,3-5,25-40%,<=3%,-5-0%,0
2019-01-14,2019-01-19,Australian Open,R32,Hard,5,Alex Bolt,Alexander Zverev,player1,top_10,0.1601926421198309,13.0,10.63,B365W/B365L,AvgW/AvgL,200.0,12.76,0.2229539040451551,0.074074074074074,1.0384615384615383,0.0861185680457568,1.082504347557802,1.0440581134490423,0.0225521739074542,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,7.5-10%,5%+,6
2019-01-14,2019-01-20,Australian Open,R16,Hard,5,Marin Cilic,Roberto Bautista Agut,player1,top_10,0.6941862121697782,1.72,1.72,B365W/B365L,AvgW/AvgL,200.0,1.7056,0.0,0.549738219895288,1.0575858250276855,0.1444479922744901,0.1940002849320184,0.1840040034767736,0.0673612100458397,,True,False,1.0,-1.0,-1.0,-1.0,1.5-2,60-75%,10%+,-5-0%,3
2019-01-14,2019-01-20,Australian Open,R16,Hard,5,Roger Federer,Stefanos Tsitsipas,player1,top_10,0.9161042935423592,1.14,1.16,B365W/B365L,AvgW/AvgL,200.0,1.1372,-0.0172413793103448,0.8283132530120482,1.0590111642743223,0.0877910405303109,0.0443588946382892,0.0417938026163707,0.079212311854088,,True,False,1.0,-1.0,-1.0,-1.0,1-1.5,75-100%,7.5-10%,-5-0%,3
2019-01-14,2019-01-21,Australian Open,R16,Hard,5,Daniil Medvedev,Novak Djokovic,player1,top_10,0.1811438979727958,6.5,6.4,B365W/B365L,AvgW/AvgL,200.0,6.39,0.015625,0.1458607095926412,1.0547470547470548,0.0352831883801545,0.1774353368231728,0.1575095080461652,0.0080652425828714,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,3-5%,0-2.5%,0
2019-01-14,2019-01-21,Australian Open,R16,Hard,5,Milos Raonic,Alexander Zverev,player1,top_10,0.5785022523701722,2.2,2.13,B365W/B365L,AvgW/AvgL,200.0,2.176,0.0328638497652582,0.4300518134715025,1.0569550930996714,0.1484504388986696,0.2727049552143789,0.2588209011574947,0.0568135323363289,,True,True,1.0,1.2000000000000002,1.1760000000000002,1.1760000000000002,2-3,50-60%,10%+,2.5-5%,1
2019-01-14,2019-01-24,Australian Open,SF,Hard,5,Rafael Nadal,Stefanos Tsitsipas,player2,top_10,0.935165203896558,1.16,1.18,B365W/B365L,AvgW/AvgL,200.0,1.1567999999999998,-0.0169491525423729,0.8116883116883117,1.0620689655172415,0.1234768922082463,0.0847916365200072,0.0817991078675381,0.1324869320625113,,True,True,1.0,0.1599999999999999,0.1567999999999998,0.1567999999999998,1-1.5,75-100%,10%+,-5-0%,4
2019-01-14,2019-01-25,Australian Open,SF,Hard,5,Lucas Pouille,Novak Djokovic,player2,top_10,0.1122943720328841,11.0,10.45,B365W/B365L,AvgW/AvgL,200.0,10.8,0.0526315789473685,0.0871369294605809,1.0432900432900432,0.0251574425723032,0.2352380923617258,0.2127792179551491,0.0058809523090431,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,<=3%,5%+,2
2019-01-14,2019-01-27,Australian Open,F,Hard,5,Novak Djokovic,Rafael Nadal,player2,top_10,0.6289621303312996,1.74,1.75,B365W/B365L,AvgW/AvgL,200.0,1.7252,-0.0057142857142856,0.5526992287917738,1.0398289227479285,0.0762629015395257,0.0943941067764612,0.085085467247558,0.0318899009379936,,True,True,1.0,0.74,0.7252000000000001,0.7252000000000001,1.5-2,60-75%,7.5-10%,-5-0%,3
2019-02-04,2019-02-07,Cordoba,R16,Clay,3,Alessandro Giannessi,Diego Schwartzman,player1,other,0.1459501078774676,8.0,7.99,B365W/B365L,AvgW/AvgL,200.0,7.859999999999999,0.0012515644555695,0.118942731277533,1.0509259259259258,0.0270073765999345,0.1676008630197407,0.1471678479168952,0.0059857451078478,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,<=3%,0-2.5%,0
2019-02-11,2019-02-13,Rotterdam,R32,Hard,3,Thomas Fabbiano,Jo-Wilfried Tsonga,player2,other,0.2148646849177715,5.5,6.2,B365W/B365L,AvgW/AvgL,200.0,5.41,-0.1129032258064516,0.1716867469879518,1.0590111642743223,0.0431779379298197,0.1817557670477435,0.1624179454051441,0.0100975426137635,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,3-5%,<-5%,0
