tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,execution_odds_source,closing_odds_source,friction_bps,friction_adjusted_odds,clv,market_probability,market_overround,edge,ev,friction_adjusted_ev,fractional_kelly_25,edge_trust_probability,accepted_by_strategy,won,stake,profit,friction_adjusted_profit,profit_metric,odds_bucket,probability_bucket,edge_bucket,clv_bucket,cluster
2020-08-31,2020-09-02,Us Open,R128,Hard,5,Leonardo Mayer,Milos Raonic,player1,other,0.0970407323572853,11.0,12.17,B365W/B365L,AvgW/AvgL,200.0,10.8,-0.096138044371405,0.0871369294605809,1.0432900432900432,0.0099038028967044,0.0674480559301392,0.0480399094586821,0.0016862013982534,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,<=3%,<-5%,2
2020-08-31,2020-09-02,Us Open,R64,Hard,5,Lloyd Harris,David Goffin,player2,top_10,0.3550110621781417,5.0,5.62,B365W/B365L,AvgW/AvgL,200.0,4.92,-0.1103202846975088,0.1883116883116883,1.0620689655172415,0.1666993738664534,0.7750553108907086,0.7466544259164571,0.0484409569306692,,True,False,1.0,-1.0,-1.0,-1.0,3-5,25-40%,10%+,<-5%,1
2020-08-31,2020-09-03,Us Open,R64,Hard,5,Matteo Berrettini,Ugo Humbert,player1,top_10,0.7607551884947906,1.4,1.34,B365W/B365L,AvgW/AvgL,200.0,1.392,0.0447761194029849,0.6818181818181818,1.0476190476190477,0.0789370066766088,0.0650572638927068,0.0589712223847485,0.0406607899329417,,True,True,1.0,0.3999999999999999,0.3919999999999999,0.3919999999999999,1-1.5,75-100%,7.5-10%,2.5-5%,3
2020-08-31,2020-09-03,Us Open,R64,Hard,5,Miomir Kecmanovic,Roberto Bautista Agut,player2,other,0.1792196980139412,6.0,6.7,B365W/B365L,AvgW/AvgL,200.0,5.9,-0.1044776119402984,0.1573033707865168,1.0595238095238095,0.0219163272274243,0.0753181880836473,0.0573962182822532,0.0037659094041823,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,<=3%,<-5%,0
2020-08-31,2020-09-05,Us Open,R32,Hard,5,Adrian Mannarino,Alexander Zverev,player2,top_10,0.2277046228857148,5.5,5.19,B365W/B365L,AvgW/AvgL,200.0,5.41,0.0597302504816954,0.1716867469879518,1.0590111642743223,0.056017875897763,0.2523754258714313,0.231882009811717,0.0140208569928572,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,5-7.5%,5%+,0
2020-08-31,2020-09-05,Us Open,R32,Hard,5,Matteo Berrettini,Casper Ruud,player1,top_10,0.922835863257345,1.14,1.15,B365W/B365L,AvgW/AvgL,200.0,1.1372,-0.0086956521739131,0.8283132530120482,1.0590111642743223,0.0945226102452968,0.0520328841133732,0.0494489436962527,0.0929158644881665,,True,True,1.0,0.1399999999999999,0.1372,0.1372,1-1.5,75-100%,7.5-10%,-5-0%,4
2020-08-31,2020-09-06,Us Open,R16,Hard,5,Pablo Carreno Busta,Novak Djokovic,player2,top_10,0.1146006108303415,11.0,13.87,B365W/B365L,AvgW/AvgL,200.0,10.8,-0.2069214131218456,0.0871369294605809,1.0432900432900432,0.0274636813697606,0.2606067191337572,0.237686596967689,0.0065151679783439,,True,True,1.0,10.0,9.8,9.8,10+,0-25%,<=3%,<-5%,2
2020-08-31,2020-09-06,Us Open,R16,Hard,5,Alejandro Davidovich Fokina,Alexander Zverev,player2,top_10,0.1705662520733348,6.5,6.52,B365W/B365L,AvgW/AvgL,200.0,6.39,-0.0030674846625766,0.1458607095926412,1.0547470547470548,0.0247055424806935,0.1086806384766766,0.0899183507486097,0.0049400290216671,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,<=3%,-5-0%,0
2020-08-31,2020-09-07,Us Open,R16,Hard,5,Denis Shapovalov,David Goffin,player2,top_10,0.4981498789095673,2.1,2.14,B365W/B365L,AvgW/AvgL,200.0,2.0780000000000003,-0.0186915887850467,0.450261780104712,1.0575858250276855,0.0478880988048552,0.0461147457100913,0.035155448374081,0.0104806240250207,,True,True,1.0,1.1,1.0780000000000003,1.0780000000000003,2-3,40-50%,3-5%,-5-0%,0
2020-08-31,2020-09-08,Us Open,R16,Hard,5,Andrey Rublev,Matteo Berrettini,player2,top_10,0.5204192849518635,2.0,1.99,B365W/B365L,AvgW/AvgL,200.0,1.98,0.0050251256281406,0.4736842105263157,1.0555555555555556,0.0467350744255477,0.040838569903727,0.0304301842046897,0.0102096424759317,,True,True,1.0,1.0,0.98,0.98,1.5-2,50-60%,3-5%,0-2.5%,0
2020-09-14,2020-09-19,Rome Masters,QF,Clay,4,Diego Schwartzman,Rafael Nadal,player1,top_10,0.1467161695429734,15.0,14.71,B365W/B365L,AvgW/AvgL,200.0,14.72,0.0197144799456152,0.0642545227698066,1.0375404530744337,0.0824616467731668,1.2007425431446015,1.159662015672569,0.0214418311275821,,True,True,1.0,14.0,13.72,13.72,10+,0-25%,7.5-10%,0-2.5%,6
2020-09-14,2020-09-19,Rome Masters,QF,Clay,4,Matteo Berrettini,Casper Ruud,player1,top_10,0.6843853649042877,1.57,1.63,B365W/B365L,AvgW/AvgL,200.0,1.5586000000000002,-0.0368098159509201,0.6015228426395939,1.058883603429278,0.0828625222646938,0.0744850228997317,0.0666830297398229,0.0326688696928647,,True,False,1.0,-1.0,-1.0,-1.0,1.5-2,60-75%,7.5-10%,-5-0%,3
2020-09-14,2020-09-19,Rome Masters,QF,Clay,4,Dominik Koepfer,Novak Djokovic,player1,top_10,0.0838901274425035,15.0,13.71,B365W/B365L,AvgW/AvgL,200.0,14.72,0.0940919037199123,0.0642545227698066,1.0375404530744337,0.0196356046726969,0.2583519116375529,0.2348626759536519,0.0046134269935277,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,<=3%,5%+,2
2020-09-21,2020-09-22,Hamburg,R32,Clay,3,Ugo Humbert,Daniil Medvedev,player1,top_10,0.2361732594528327,4.5,4.61,B365W/B365L,AvgW/AvgL,200.0,4.43,-0.0238611713665943,0.2077464788732394,1.0696798493408664,0.0284267805795933,0.0627796675377472,0.0462475393760488,0.0044842619669819,,True,True,1.0,3.5,3.4299999999999997,3.4299999999999997,3-5,0-25%,<=3%,-5-0%,0
2020-09-21,2020-09-25,Hamburg,QF,Clay,3,Dusan Lajovic,Stefanos Tsitsipas,player1,top_10,0.4642269633523672,2.75,2.87,B365W/B365L,AvgW/AvgL,200.0,2.715,-0.0418118466898954,0.3373493975903614,1.077922077922078,0.1268775657620058,0.2766241492190099,0.2603762055016769,0.0395177356027157,,True,False,1.0,-1.0,-1.0,-1.0,2-3,40-50%,10%+,-5-0%,1
2020-09-21,2020-09-27,Hamburg,F,Clay,3,Stefanos Tsitsipas,Andrey Rublev,player1,top_10,0.5189719517071848,2.05,2.06,B365W/B365L,AvgW/AvgL,200.0,2.029,-0.0048543689320389,0.4533333333333333,1.0760401721664277,0.0656386183738514,0.0638925009997287,0.0529940900138778,0.0152125002380306,,True,False,1.0,-1.0,-1.0,-1.0,2-3,50-60%,5-7.5%,-5-0%,0
2020-09-28,2020-09-28,Roland Garros,R128,Clay,5,Alexander Bublik,Gael Monfils,player2,top_10,0.5030770845431568,2.1,2.14,B365W/B365L,AvgW/AvgL,200.0,2.0780000000000003,-0.0186915887850467,0.450261780104712,1.0575858250276855,0.0528153044384447,0.0564618775406293,0.0453941816806799,0.0128322448955975,,True,True,1.0,1.1,1.0780000000000003,1.0780000000000003,2-3,50-60%,5-7.5%,-5-0%,0
2020-09-28,2020-09-28,Roland Garros,R128,Clay,5,Egor Gerasimov,Rafael Nadal,player2,top_10,0.0307093243644869,34.0,22.68,B365W/B365L,AvgW/AvgL,200.0,33.339999999999996,0.4991181657848325,0.0277658631437476,1.0592778821106197,0.0029434612207392,0.0441170283925553,0.0238488743119938,0.0003342199120648,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,<=3%,5%+,2
2020-09-28,2020-09-29,Roland Garros,R128,Clay,5,Richard Gasquet,Roberto Bautista Agut,player1,top_10,0.220591499736562,5.0,5.16,B365W/B365L,AvgW/AvgL,200.0,4.92,-0.0310077519379845,0.1883116883116883,1.0620689655172415,0.0322798114248737,0.1029574986828101,0.0853101787038851,0.0064348436676756,,True,False,1.0,-1.0,-1.0,-1.0,3-5,0-25%,3-5%,-5-0%,0
2020-09-28,2020-09-29,Roland Garros,R128,Clay,5,Vasek Pospisil,Matteo Berrettini,player2,top_10,0.1751481728304664,6.5,7.02,B365W/B365L,AvgW/AvgL,200.0,6.39,-0.074074074074074,0.1458607095926412,1.0547470547470548,0.0292874632378251,0.138463123398032,0.1191968243866806,0.0062937783362741,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,<=3%,<-5%,0
2020-09-28,2020-09-30,Roland Garros,R64,Clay,5,Alexander Zverev,Pierre Hugues Herbert,player2,top_10,0.98,1.1,1.11,B365W/B365L,AvgW/AvgL,200.0,1.098,-0.009009009009009,0.8641975308641975,1.051948051948052,0.1158024691358025,0.078,0.07604,0.195,,True,True,1.0,0.1,0.098,0.098,1-1.5,75-100%,10%+,-5-0%,4
2020-09-28,2020-10-01,Roland Garros,R64,Clay,5,Attila Balazs,Roberto Bautista Agut,player1,top_10,0.1105115683658469,11.0,10.03,B365W/B365L,AvgW/AvgL,200.0,10.8,0.0967098703888336,0.0871369294605809,1.0432900432900432,0.0233746389052659,0.2156272520243158,0.1935249383511466,0.0053906813006078,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,<=3%,5%+,2
2020-09-28,2020-10-01,Roland Garros,R64,Clay,5,Lloyd Harris,Matteo Berrettini,player1,top_10,0.176361899101394,7.0,8.29,B365W/B365L,AvgW/AvgL,200.0,6.88,-0.1556091676718938,0.1358024691358024,1.051948051948052,0.0405594299655915,0.2345332937097579,0.2133698658175906,0.0097722205712399,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,3-5%,<-5%,2
2020-09-28,2020-10-01,Roland Garros,R64,Clay,5,Pablo Cuevas,Stefanos Tsitsipas,player1,top_10,0.2432167635413297,4.33,4.99,B365W/B365L,AvgW/AvgL,200.0,4.2634,-0.1322645290581162,0.2198198198198198,1.0506190133646311,0.0233969437215099,0.0531285861339579,0.0369303496821052,0.0039886325926394,,True,False,1.0,-1.0,-1.0,-1.0,3-5,0-25%,<=3%,<-5%,0
2020-09-28,2020-10-02,Roland Garros,R32,Clay,5,Alexander Zverev,Marco Cecchinato,player2,top_10,0.7346684575153926,1.44,1.42,B365W/B365L,AvgW/AvgL,200.0,1.4312,0.0140845070422535,0.6563245823389022,1.058080808080808,0.0783438751764903,0.0579225788221652,0.0514574963960298,0.0329105561489575,,True,True,1.0,0.4399999999999999,0.4312,0.4312,1-1.5,60-75%,7.5-10%,0-2.5%,3
2020-09-28,2020-10-03,Roland Garros,R32,Clay,5,Pablo Carreno Busta,Roberto Bautista Agut,player1,top_10,0.5388281562298849,2.1,2.09,B365W/B365L,AvgW/AvgL,200.0,2.0780000000000003,0.0047846889952154,0.450261780104712,1.0575858250276855,0.0885663761251728,0.1315391280827583,0.1196849086457009,0.029895256382445,,True,True,1.0,1.1,1.0780000000000003,1.0780000000000003,2-3,50-60%,7.5-10%,0-2.5%,3
2020-09-28,2020-10-03,Roland Garros,R32,Clay,5,Stefanos Tsitsipas,Aljaz Bedene,player2,top_10,0.9406162637934908,1.11,1.1,B365W/B365L,AvgW/AvgL,200.0,1.1078,0.009090909090909,0.8541392904073586,1.0547470547470548,0.0864769733861321,0.0440840528107747,0.0420146970304291,0.1001910291153971,,True,True,1.0,0.1100000000000001,0.1078000000000001,0.1078000000000001,1-1.5,75-100%,7.5-10%,0-2.5%,4
2020-09-28,2020-10-07,Roland Garros,QF,Clay,5,Novak Djokovic,Pablo Carreno Busta,player1,top_10,0.98,1.06,1.06,B365W/B365L,AvgW/AvgL,200.0,1.0588,0.0,0.9041591320072332,1.0433962264150942,0.0758408679927666,0.0388,0.0376239999999999,0.1616666666666666,,True,True,1.0,0.06,0.0587999999999999,0.0587999999999999,1-1.5,75-100%,7.5-10%,-5-0%,4
2020-09-28,2020-10-09,Roland Garros,SF,Clay,5,Stefanos Tsitsipas,Novak Djokovic,player2,top_10,0.3483780297265801,3.4,3.53,B365W/B365L,AvgW/AvgL,200.0,3.352,-0.036827195467422,0.281183932346723,1.045997346306944,0.0671940973798571,0.1844853010703725,0.1677631556434966,0.0192172188614971,,True,False,1.0,-1.0,-1.0,-1.0,3-5,25-40%,5-7.5%,-5-0%,0
2020-09-28,2020-10-09,Roland Garros,SF,Clay,5,Diego Schwartzman,Rafael Nadal,player1,top_10,0.1915757362774442,5.5,5.51,B365W/B365L,AvgW/AvgL,200.0,5.41,-0.0018148820326678,0.1716867469879518,1.0590111642743223,0.0198889892894923,0.053666549525943,0.0364247332609731,0.0029814749736635,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,<=3%,-5-0%,0
2020-09-28,2020-10-11,Roland Garros,F,Clay,5,Rafael Nadal,Novak Djokovic,player1,top_10,0.6957236291544524,1.72,1.68,B365W/B365L,AvgW/AvgL,200.0,1.7056,0.0238095238095237,0.549738219895288,1.0575858250276855,0.1459854092591643,0.1966446421456581,0.186626221885834,0.068279389633909,,True,True,1.0,0.72,0.7056,0.7056,1.5-2,60-75%,10%+,0-2.5%,3
2020-10-12,2020-10-13,St Petersburg,R32,Hard,3,Vasek Pospisil,Andrey Rublev,player1,top_10,0.4302618632836977,2.75,2.92,B365W/B365L,AvgW/AvgL,200.0,2.715,-0.0582191780821917,0.3373493975903614,1.077922077922078,0.0929124656933362,0.1832201240301686,0.1681609588152391,0.0261743034328812,,True,False,1.0,-1.0,-1.0,-1.0,2-3,40-50%,7.5-10%,<-5%,0
2020-10-12,2020-10-14,St Petersburg,R32,Hard,3,Richard Gasquet,Daniil Medvedev,player2,top_10,0.304860115826765,6.0,6.12,B365W/B365L,AvgW/AvgL,200.0,5.9,-0.0196078431372549,0.1573033707865168,1.0595238095238095,0.1475567450402481,0.8291606949605899,0.7986746833779135,0.0414580347480294,,True,False,1.0,-1.0,-1.0,-1.0,5-10,25-40%,10%+,-5-0%,1
2020-10-12,2020-10-14,Sardinia,R32,Clay,3,Corentin Moutet,Frances Tiafoe,player2,other,0.4692869387187491,2.2,2.17,B365W/B365L,AvgW/AvgL,200.0,2.176,0.0138248847926267,0.4225721784776903,1.075663466967815,0.0467147602410588,0.0324312651812482,0.0211683786519982,0.0067565135794267,,True,True,1.0,1.2000000000000002,1.1760000000000002,1.1760000000000002,2-3,40-50%,3-5%,0-2.5%,0
2020-10-12,2020-10-15,St Petersburg,R16,Hard,3,Ugo Humbert,Andrey Rublev,player2,top_10,0.3302512912556479,4.5,5.18,B365W/B365L,AvgW/AvgL,200.0,4.43,-0.1312741312741312,0.2077464788732394,1.0696798493408664,0.1225048123824084,0.4861308106504156,0.4630132202625201,0.0347236293321725,,True,False,1.0,-1.0,-1.0,-1.0,3-5,25-40%,10%+,<-5%,1
2020-10-12,2020-10-15,Cologne 1,R16,Hard,3,Fernando Verdasco,Alexander Zverev,player2,top_10,0.4508674670044126,4.33,4.5,B365W/B365L,AvgW/AvgL,200.0,4.2634,-0.0377777777777778,0.2169981916817359,1.0642802155504234,0.2338692753226766,0.9522561321291064,0.9222283588266128,0.0714907006102932,,True,False,1.0,-1.0,-1.0,-1.0,3-5,40-50%,10%+,-5-0%,1
2020-10-12,2020-10-17,St Petersburg,SF,Hard,3,Andrey Rublev,Denis Shapovalov,player1,top_10,0.655027816075585,1.66,1.63,B365W/B365L,AvgW/AvgL,200.0,1.6467999999999998,0.0184049079754602,0.5585106382978724,1.078600114744693,0.0965171777777126,0.087346174685471,0.0786998075132733,0.0330856722293451,,True,True,1.0,0.6599999999999999,0.6467999999999998,0.6467999999999998,1.5-2,60-75%,7.5-10%,0-2.5%,3
2020-10-19,2020-10-21,Antwerp,R16,Hard,3,Pablo Andujar,Grigor Dimitrov,player2,other,0.1800170519677593,6.5,5.36,B365W/B365L,AvgW/AvgL,200.0,6.39,0.2126865671641791,0.1458607095926412,1.0547470547470548,0.034156342375118,0.1701108377904354,0.1503089620739819,0.0077323108086561,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,3-5%,5%+,0
2020-10-19,2020-10-23,Cologne 2,QF,Hard,3,Alejandro Davidovich Fokina,Diego Schwartzman,player1,top_10,0.4137540523961705,3.4,3.4,B365W/B365L,AvgW/AvgL,200.0,3.352,0.0,0.2765957446808511,1.0633484162895928,0.1371583077153194,0.4067637781469797,0.3869035836319635,0.0423712268903103,,True,False,1.0,-1.0,-1.0,-1.0,3-5,40-50%,10%+,-5-0%,1
2020-10-19,2020-10-24,Cologne 2,SF,Hard,3,Diego Schwartzman,Felix Auger Aliassime,player1,top_10,0.6302914503898106,1.75,1.79,B365W/B365L,AvgW/AvgL,200.0,1.735,-0.0223463687150837,0.5333333333333333,1.0714285714285714,0.0969581170564772,0.1030100381821685,0.0935556664263213,0.0343366793940561,,True,True,1.0,0.75,0.7349999999999999,0.7349999999999999,1.5-2,60-75%,7.5-10%,-5-0%,3
2020-10-19,2020-10-24,Cologne 2,SF,Hard,3,Jannik Sinner,Alexander Zverev,player1,top_10,0.532419292849179,1.95,1.95,B365W/B365L,AvgW/AvgL,200.0,1.931,0.0,0.48,1.0683760683760686,0.052419292849179,0.0382176210558989,0.0281016544917646,0.0100572686989207,,True,False,1.0,-1.0,-1.0,-1.0,1.5-2,50-60%,5-7.5%,-5-0%,0
2020-10-26,2020-10-26,Vienna,R32,Hard,3,Norbert Gombos,Andrey Rublev,player2,top_10,0.1042736728774308,11.0,9.08,B365W/B365L,AvgW/AvgL,200.0,10.8,0.2114537444933921,0.0871369294605809,1.0432900432900432,0.0171367434168499,0.1470104016517391,0.126155667076253,0.0036752600412934,,True,False,1.0,-1.0,-1.0,-1.0,10+,0-25%,<=3%,5%+,2
2020-10-26,2020-10-27,Vienna,R32,Hard,3,Filip Krajinovic,Novak Djokovic,player2,top_10,0.2252448367617868,8.0,8.57,B365W/B365L,AvgW/AvgL,200.0,7.859999999999999,-0.0665110851808634,0.118942731277533,1.0509259259259258,0.1063021054842538,0.8019586940942948,0.7704244169476445,0.0286413819319391,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,10%+,<-5%,1
2020-10-26,2020-10-28,Vienna,R32,Hard,3,Daniil Medvedev,Jason Jung,player2,top_10,0.98,1.08,1.06,B365W/B365L,AvgW/AvgL,200.0,1.0784,0.0188679245283018,0.8810572687224669,1.0509259259259258,0.098942731277533,0.0584,0.056832,0.1825,,True,True,1.0,0.08,0.0784,0.0784,1-1.5,75-100%,7.5-10%,0-2.5%,4
2020-10-26,2020-10-28,Vienna,R32,Hard,3,Jan Lennard Struff,Stefanos Tsitsipas,player2,top_10,0.4040818568569575,3.5,3.62,B365W/B365L,AvgW/AvgL,200.0,3.45,-0.0331491712707182,0.2677824267782427,1.0669642857142856,0.1362994300787148,0.4142864989993513,0.3940824061565035,0.0414286498999351,,True,False,1.0,-1.0,-1.0,-1.0,3-5,40-50%,10%+,-5-0%,1
2020-10-26,2020-10-29,Vienna,R16,Hard,3,Dominic Thiem,Cristian Garin,player2,top_10,0.9573403732449306,1.14,1.12,B365W/B365L,AvgW/AvgL,200.0,1.1372,0.0178571428571425,0.8283132530120482,1.0590111642743223,0.1290271202328824,0.0913680254992208,0.088687472454135,0.1631571883914658,,True,True,1.0,0.1399999999999999,0.1372,0.1372,1-1.5,75-100%,10%+,0-2.5%,4
2020-10-26,2020-10-30,Vienna,QF,Hard,3,Dominic Thiem,Andrey Rublev,player2,top_10,0.632885454645141,1.75,1.77,B365W/B365L,AvgW/AvgL,200.0,1.735,-0.0112994350282485,0.5333333333333333,1.0714285714285714,0.0995521213118076,0.1075495456289967,0.0980562638093195,0.0358498485429989,,True,False,1.0,-1.0,-1.0,-1.0,1.5-2,60-75%,7.5-10%,-5-0%,3
2020-10-26,2020-10-30,Vienna,QF,Hard,3,Kevin Anderson,Daniil Medvedev,player2,top_10,0.2430520009803241,4.33,4.17,B365W/B365L,AvgW/AvgL,200.0,4.2634,0.0383693045563549,0.2169981916817359,1.0642802155504234,0.0260538092985881,0.0524151642448033,0.0362279009795136,0.0039350723907509,,True,True,1.0,3.33,3.2634,3.2634,3-5,0-25%,<=3%,2.5-5%,0
2020-10-26,2020-10-31,Vienna,SF,Hard,3,Kevin Anderson,Andrey Rublev,player2,top_10,0.3918615518016273,4.33,4.36,B365W/B365L,AvgW/AvgL,200.0,4.2634,-0.0068807339449541,0.2169981916817359,1.0642802155504234,0.1748633601198913,0.6967605193010462,0.6706625399510577,0.0523093482958743,,True,False,1.0,-1.0,-1.0,-1.0,3-5,25-40%,10%+,-5-0%,1
2020-11-02,2020-11-03,Paris Masters,R32,Hard,4,Marcos Giron,Matteo Berrettini,player1,top_10,0.3104447094698038,3.4,3.15,B365W/B365L,AvgW/AvgL,200.0,3.352,0.0793650793650793,0.2765957446808511,1.0633484162895928,0.0338489647889527,0.0555120121973328,0.0406106661427821,0.0057825012705555,,True,True,1.0,2.4,2.352,2.352,3-5,25-40%,3-5%,5%+,0
2020-11-02,2020-11-04,Paris Masters,R32,Hard,4,Kevin Anderson,Daniil Medvedev,player2,top_10,0.4933739670697562,3.0,3.04,B365W/B365L,AvgW/AvgL,200.0,2.96,-0.0131578947368421,0.3119266055045871,1.068627450980392,0.1814473615651691,0.4801219012092687,0.4603869425264784,0.0600152376511585,,True,False,1.0,-1.0,-1.0,-1.0,2-3,40-50%,10%+,-5-0%,1
2020-11-02,2020-11-04,Paris Masters,R32,Hard,4,Radu Albot,Andrey Rublev,player2,top_10,0.2789969768235059,8.0,8.82,B365W/B365L,AvgW/AvgL,200.0,7.859999999999999,-0.0929705215419501,0.118942731277533,1.0509259259259258,0.1600542455459728,1.231975814588047,1.192916237832756,0.0439991362352873,,True,False,1.0,-1.0,-1.0,-1.0,5-10,25-40%,10%+,<-5%,6
2020-11-02,2020-11-04,Paris Masters,R32,Hard,4,Miomir Kecmanovic,Alexander Zverev,player2,top_10,0.3248018364039106,3.25,3.34,B365W/B365L,AvgW/AvgL,200.0,3.205,-0.026946107784431,0.2903930131004367,1.059572006940428,0.0344088233034738,0.0556059683127093,0.0409898856745334,0.0061784409236343,,True,False,1.0,-1.0,-1.0,-1.0,3-5,25-40%,3-5%,-5-0%,0
2020-11-02,2020-11-04,Paris Masters,R32,Hard,4,Rafael Nadal,Feliciano Lopez,player2,top_10,0.9318805170024524,1.11,1.08,B365W/B365L,AvgW/AvgL,200.0,1.1078,0.0277777777777779,0.8541392904073586,1.0547470547470548,0.0777412265950938,0.0343873738727223,0.0323372367353169,0.0781531224380051,,True,True,1.0,0.1100000000000001,0.1078000000000001,0.1078000000000001,1-1.5,75-100%,7.5-10%,2.5-5%,3
2020-11-02,2020-11-05,Paris Masters,R16,Hard,4,Alex De Minaur,Daniil Medvedev,player1,top_10,0.4133513682775934,2.5,2.44,B365W/B365L,AvgW/AvgL,200.0,2.47,0.0245901639344261,0.3796526054590571,1.05359477124183,0.0336987628185363,0.0333784206939836,0.0209778796456556,0.0055630701156639,,True,False,1.0,-1.0,-1.0,-1.0,2-3,40-50%,3-5%,0-2.5%,0
2020-11-02,2020-11-05,Paris Masters,R16,Hard,4,Alejandro Davidovich Fokina,Diego Schwartzman,player1,top_10,0.4505941421150548,2.75,2.75,B365W/B365L,AvgW/AvgL,200.0,2.715,0.0,0.3436754176610979,1.058080808080808,0.1069187244539568,0.2391338908164006,0.2233630958423736,0.0341619844023429,,True,False,1.0,-1.0,-1.0,-1.0,2-3,40-50%,10%+,-5-0%,1
2020-11-02,2020-11-06,Paris Masters,QF,Hard,4,Alexander Zverev,Stan Wawrinka,player1,top_10,0.8115801716842213,1.44,1.45,B365W/B365L,AvgW/AvgL,200.0,1.4312,-0.0068965517241379,0.6563245823389022,1.058080808080808,0.155255589345319,0.1686754472252785,0.1615335417144575,0.09583832228709,,True,True,1.0,0.4399999999999999,0.4312,0.4312,1-1.5,75-100%,10%+,-5-0%,4
2020-11-02,2020-11-06,Paris Masters,QF,Hard,4,Pablo Carreno Busta,Rafael Nadal,player2,top_10,0.1789537085452953,6.0,5.31,B365W/B365L,AvgW/AvgL,200.0,5.9,0.1299435028248587,0.1573033707865168,1.0595238095238095,0.0216503377587785,0.0737222512717721,0.0558268804172426,0.0036861125635886,,True,False,1.0,-1.0,-1.0,-1.0,5-10,0-25%,<=3%,5%+,0
2020-11-02,2020-11-07,Paris Masters,SF,Hard,4,Milos Raonic,Daniil Medvedev,player2,top_10,0.4346493596844689,2.75,2.66,B365W/B365L,AvgW/AvgL,200.0,2.715,0.0338345864661653,0.3436754176610979,1.058080808080808,0.090973942023371,0.1952857391322895,0.1800730115433331,0.0278979627331842,,True,False,1.0,-1.0,-1.0,-1.0,2-3,40-50%,7.5-10%,2.5-5%,0
2020-11-02,2020-11-07,Paris Masters,SF,Hard,4,Alexander Zverev,Rafael Nadal,player2,top_10,0.4503458551566235,2.37,2.42,B365W/B365L,AvgW/AvgL,200.0,2.3426,-0.0206611570247933,0.398477157360406,1.058883603429278,0.0518686977962175,0.0673196767211977,0.0549802002899062,0.0122846125403645,,True,True,1.0,1.37,1.3426,1.3426,2-3,40-50%,5-7.5%,-5-0%,0
2020-11-02,2020-11-08,Paris Masters,F,Hard,4,Daniil Medvedev,Alexander Zverev,player2,top_10,0.6229064042996364,1.9,1.91,B365W/B365L,AvgW/AvgL,200.0,1.882,-0.0052356020942407,0.5,1.0526315789473684,0.1229064042996364,0.1835221681693091,0.1723098528919155,0.0509783800470303,,True,True,1.0,0.8999999999999999,0.8819999999999999,0.8819999999999999,1.5-2,60-75%,10%+,-5-0%,3
2020-11-16,2020-11-16,Tour Finals,RR,Hard,1,Alexander Zverev,Daniil Medvedev,player2,top_10,0.5870460637627997,2.05,2.16,B365W/B365L,AvgW/AvgL,200.0,2.029,-0.050925925925926,0.4533333333333333,1.0760401721664277,0.1337127304294663,0.2034444307137392,0.1911164633747204,0.0484391501699379,,True,False,1.0,-1.0,-1.0,-1.0,2-3,50-60%,10%+,<-5%,1
2020-11-16,2020-11-16,Tour Finals,RR,Hard,1,Diego Schwartzman,Novak Djokovic,player2,top_10,0.2511859658465264,6.0,6.75,B365W/B365L,AvgW/AvgL,200.0,5.9,-0.1111111111111111,0.1573033707865168,1.0595238095238095,0.0938825950600095,0.5071157950791584,0.4819971984945058,0.0253557897539579,,True,False,1.0,-1.0,-1.0,-1.0,5-10,25-40%,7.5-10%,<-5%,1
2020-11-16,2020-11-17,Tour Finals,RR,Hard,1,Stefanos Tsitsipas,Andrey Rublev,player2,top_10,0.6691011359107597,1.7,1.76,B365W/B365L,AvgW/AvgL,200.0,1.686,-0.0340909090909091,0.5466666666666666,1.0760401721664277,0.122434469244093,0.1374719310482914,0.1281045151455408,0.0490971182315326,,True,True,1.0,0.7,0.6859999999999999,0.6859999999999999,1.5-2,60-75%,10%+,-5-0%,3
2020-11-16,2020-11-18,Tour Finals,RR,Hard,1,Alexander Zverev,Diego Schwartzman,player2,top_10,0.879356413420431,1.28,1.31,B365W/B365L,AvgW/AvgL,200.0,1.2744,-0.0229007633587786,0.7322175732217574,1.0669642857142856,0.1471388401986736,0.1255762091781517,0.1206518132629972,0.1121216153376354,,True,True,1.0,0.28,0.2744,0.2744,1-1.5,75-100%,10%+,-5-0%,4
