bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,year
338,149,0.4408284023668639,338.0,-0.01999999999999158,-5.9171597633111185e-05,-30.319999999999997,3.335680473372781,0.5219572110792016,0.08391231530849619,-0.086326345373547,0.0,2019
145,67,0.46206896551724136,145.0,10.980000000000006,0.07572413793103452,-17.070000000000007,3.95551724137931,0.49241772649977666,0.0766534040279363,-0.011807715991525287,0.006896551724137931,2020
