bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate
483,216,0.4472049689440994,483.0,10.96000000000001,0.02269151138716358,-33.51,3.52175983436853,0.5130892498700574,0.0817331390441459,-0.06395532827128378,0.002070393374741201
