bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,model_type
83,30,0.3614457831325301,83.0,3.95,0.04759036144578314,-13.030000000000001,3.439759036144579,0.3770080491700655,0.0374687635391358,-0.09549585543907997,0.0,other
400,186,0.465,400.0,7.01,0.017525,-38.499999999999986,3.538775,0.5413260990153058,0.09091799696143552,-0.057410668883966044,0.0025,top_10
