test_year,model_type,accuracy,precision,recall,f1_score,log_loss,brier_score
2019,top_10,0.7463617463617463,0.7463617463617463,0.7463617463617463,0.7463617463617463,0.5258109183831574,0.17499327699011294
2019,other,0.6378778531770513,0.6378778531770513,0.6378778531770513,0.6378778531770513,0.6273353608188529,0.21929577811937956
2020,top_10,0.799163179916318,0.799163179916318,0.799163179916318,0.799163179916318,0.45819971262313575,0.14808239369465695
2020,other,0.6789473684210526,0.6789473684210526,0.6789473684210526,0.6789473684210526,0.6043871795988541,0.20908769981340938
