bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,edge_threshold,model_type,max_odds,exclude_slams,surface,min_edge_trust
19,10,0.5263157894736842,19.0,3.869999999999999,0.20368421052631575,3.6125999999999996,0.19013684210526313,-4.220000000000001,2.2963157894736845,0.5098037235962599,0.0825876157443135,0.0,0.0,0.02941278481163673,0.075,,3.0,False,Grass,
37,22,0.5945945945945946,37.0,7.479999999999999,0.20216216216216212,7.030399999999997,0.19001081081081073,-3.25,2.170810810810811,0.5579668352282519,0.09942145712729426,0.0,0.0,0.03970533797779809,0.1,top_10,3.0,True,Hard,
138,52,0.37681159420289856,138.0,27.85,0.20181159420289857,25.573,0.18531159420289856,-9.48,4.756956521739131,0.37684553049012964,0.06502422168907375,0.0,0.0,0.022537368971451567,0.075,top_10,,True,Hard,
42,25,0.5952380952380952,42.0,8.12,0.1933333333333333,7.6175999999999995,0.18137142857142857,-3.6,2.1754761904761906,0.5571367112413682,0.0993440623731322,0.0,0.0,0.03955567972489668,0.1,top_10,3.0,False,Hard,
199,83,0.41708542713567837,199.0,38.550000000000004,0.19371859296482413,35.459,0.17818592964824123,-13.57,4.156231155778894,0.419766128761053,0.061910486070503236,0.0,0.0,0.02252133784230781,0.05,top_10,,True,Hard,
343,81,0.23615160349854228,343.0,67.67000000000002,0.19728862973760938,61.076600000000006,0.178065889212828,-51.35000000000002,5.460612244897959,0.3154498316625583,0.04186712876198102,0.0,0.0,0.010684780026446619,0.05,other,,False,,
23,9,0.391304347826087,23.0,4.460000000000001,0.1939130434782609,4.090800000000003,0.17786086956521754,-4.0,3.566521739130435,0.3596592823336127,0.07363709436709161,0.0,0.0,0.021471517831208566,0.1,,5.0,True,Grass,
44,18,0.4090909090909091,44.0,8.069999999999999,0.18340909090909088,7.3886,0.16792272727272728,-7.51,3.2709090909090914,0.37835245277573115,0.056324446717393936,0.0,0.0,0.01512910249079517,0.03,top_10,5.0,True,Grass,
528,185,0.3503787878787879,528.0,97.33999999999997,0.18435606060606055,88.53320000000002,0.1676765151515152,-53.839999999999975,3.478503787878788,0.3911058193538295,0.03918177461345014,0.0,0.0,0.008522396585591358,0.02,other,,True,,
32,13,0.40625,32.0,5.73,0.1790625,5.235400000000001,0.16360625000000004,-4.0,3.435625,0.36271806806553075,0.06652345854360563,0.0,0.0,0.018850565054872627,0.075,,5.0,True,Grass,
702,263,0.37464387464387466,702.0,121.64999999999998,0.17329059829059826,110.43700000000001,0.15731766381766382,-53.650000000000006,3.2976210826210823,0.3962933658428396,0.036159717914878015,0.0,0.0,0.007111826830838585,0.01,other,,True,,
407,85,0.20884520884520885,407.0,68.69000000000003,0.16877149877149883,60.8762,0.14957297297297298,-69.40000000000002,7.8627272727272715,0.2747288855943988,0.05437341065618452,0.0,0.0,0.016442553811317807,0.1,,,False,,
