tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,execution_odds_source,closing_odds_source,friction_bps,friction_adjusted_odds,clv,market_probability,market_overround,edge,ev,friction_adjusted_ev,fractional_kelly_25,edge_trust_probability,accepted_by_strategy,won,stake,profit,friction_adjusted_profit
2019-05-27,2019-05-29,Roland Garros,R64,Clay,5,Yannick Maden,Rafael Nadal,player2,top_10,0.047698113525886265,28.49,28.49,AvgW/AvgL,selected,200,27.940199999999997,0.0,0.03423728813559322,1.025199045001025,0.013460825390293044,0.3589192543524997,0.33269483153596724,0.003264089253842304,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-05-30,Roland Garros,R64,Clay,5,Henri Laaksonen,Novak Djokovic,player1,top_10,0.05261495902591935,24.18,24.18,AvgW/AvgL,selected,200,23.7164,0.0,0.04009527590313617,1.0314555028703862,0.012519683122783183,0.27222970924672996,0.24783741424231376,0.0029360408676308235,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-05-30,Roland Garros,R64,Clay,5,Lloyd Harris,Borna Coric,player1,other,0.126284294659322,8.82,8.82,AvgW/AvgL,selected,200,8.663599999999999,0.0,0.10819009100101111,1.0479581240595928,0.018094203658310895,0.11382747889522016,0.09407661521050192,0.0036389858981847874,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-05-30,Roland Garros,R64,Clay,5,Alexander Bublik,Dominic Thiem,player2,top_10,0.07264816284706144,18.07,18.07,AvgW/AvgL,selected,200,17.7286,0.0,0.052935010482180286,1.0454393530111175,0.01971315236488115,0.3127523026464001,0.28795021985041336,0.004580437941511425,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-05-30,Roland Garros,R64,Clay,5,Adrian Mannarino,Gael Monfils,player1,other,0.14097058079496083,7.34,7.34,AvgW/AvgL,selected,200,7.2132,0.0,0.13033175355450238,1.045330691107258,0.010638827240458448,0.03472406303501252,0.016848993390211398,0.001369245387815951,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-05-30,Roland Garros,R64,Clay,5,Ivo Karlovic,Jordan Thompson,player1,other,0.39838033569332204,2.63,2.63,AvgW/AvgL,selected,200,2.5974,0.0,0.3616504854368932,1.0513690764794448,0.03672985025642883,0.0477402828734369,0.03475308392983456,0.00732212927506701,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-06-01,Roland Garros,R32,Clay,5,Juan Martin del Potro,Jordan Thompson,player1,top_10,0.8095693726587971,1.28,1.28,AvgW/AvgL,selected,200,1.2744,0.0,0.7455268389662029,1.0479166666666666,0.06404253369259427,0.036248797003260363,0.03171520851637105,0.03236499732433961,,True,True,1.0,0.28,0.2744
2019-05-27,2019-06-03,Roland Garros,R16,Clay,5,Alexander Zverev,Fabio Fognini,player2,top_10,0.567624199337474,2.04,2.04,AvgW/AvgL,selected,200,2.0192,0.0,0.46736292428198434,1.0488552963084674,0.10026127505548965,0.15795336664844695,0.14614678330222752,0.037969559290492054,,True,True,1.0,1.04,1.0192
2019-05-27,2019-06-04,Roland Garros,QF,Clay,5,Kei Nishikori,Rafael Nadal,player2,top_10,0.07872012581750787,15.7,15.7,AvgW/AvgL,selected,200,15.405999999999999,0.0,0.06156604901374776,1.0345680539236906,0.01715407680376011,0.23590597533487356,0.2127622583445261,0.0040120063832461495,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-06-07,Roland Garros,SF,Clay,5,Roger Federer,Rafael Nadal,player2,top_10,0.1734592412820114,6.13,6.13,AvgW/AvgL,selected,200,6.0274,0.0,0.15680880330123798,1.0403251194871355,0.016650437980773425,0.06330514905872986,0.04550823090319556,0.003085046250425432,,True,False,1.0,-1.0,-1.0
2019-05-27,2019-06-08,Roland Garros,SF,Clay,5,Dominic Thiem,Novak Djokovic,player1,top_10,0.38593948544455403,2.79,2.79,AvgW/AvgL,selected,200,2.7542,0.0,0.3435294117647059,1.0433544459174153,0.042410073679848115,0.07677116439030574,0.06295453081139069,0.010722229663450522,,True,True,1.0,1.79,1.7542
