bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,model_type
559,153,0.2737030411449016,559.0,35.78999999999995,0.06402504472271905,26.95420000000003,0.048218604651162844,-78.43,4.631502683363148,0.33989660455531157,0.038479481831380044,0.0,0.0,0.009047696666548982,other
673,218,0.32392273402674593,673.0,-81.49000000000001,-0.1210846953937593,-88.96020000000001,-0.13218454680534922,-101.61999999999992,5.948647845468053,0.372418866777688,0.049516393250893916,0.0,0.0,0.01704382617810228,top_10
