bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly
1232,371,0.30113636363636365,1232.0,-45.69999999999996,-0.03709415584415581,-62.00600000000003,-0.05032954545454548,-110.00000000000003,5.351014610389611,0.35766241825308703,0.04450857386492943,0.0,0.0,0.013415712219532238
