match_date,tourney_name,surface,round,winner_name,loser_name,score,w_ta_dr,w_ta_ace_pct,w_ta_df_pct,w_ta_1stin_pct,w_ta_1stwon_pct,w_ta_2ndwon_pct,w_ta_bpsvd_num,w_ta_bpsvd_den,w_ta_bpsvd_pct,l_ta_dr,l_ta_ace_pct,l_ta_df_pct,l_ta_1stin_pct,l_ta_1stwon_pct,l_ta_2ndwon_pct,l_ta_bpsvd_num,l_ta_bpsvd_den,l_ta_bpsvd_pct,minutes,source,ta_stats_source,source_profile_players,year,player_won,source_player,source_url,ta_more,ta_dr,ta_ace_pct,ta_df_pct,ta_1stin_pct,ta_1stwon_pct,ta_2ndwon_pct,ta_bpsvd_num,ta_bpsvd_den,ta_bpsvd_pct,winner_name_norm,loser_name_norm,score_norm,round_norm,match_key,tourney_level,draw_size
2025-06-30,Wimbledon,Grass,R128,Reilly Opelka,Alexander Shevchenko,6-3 7-5 7-6(4),1.21,0.179,0.066,0.604,0.7659999999999999,0.595,5.0,7.0,0.7142857142857143,0.83,0.11800000000000001,0.065,0.613,0.825,0.33299999999999996,3.0,7.0,0.42857142857142855,115,player_profile_classic,player_profile_classic,"['Reilly Opelka', 'Alexander Shevchenko']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-06-30,Wimbledon,Grass,R128,Rinky Hijikata,David Goffin,6-3 6-1 6-1,2.36,0.092,0.0,0.585,0.816,0.741,2.0,2.0,1.0,0.42,0.048,0.079,0.49200000000000005,0.645,0.344,5.0,11.0,0.45454545454545453,76,player_profile_classic,player_profile_classic,"['Rinky Hijikata', 'David Goffin']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-06-30,Wimbledon,Grass,R128,Sebastian Ofner,Hamad Medjedovic,7-6(8) 3-1 RET,1.97,0.18,0.02,0.6,0.9,0.7,1.0,1.0,1.0,0.51,0.10800000000000001,0.015,0.723,0.6809999999999999,0.556,4.0,5.0,0.8,87,player_profile_classic,player_profile_classic,"['Sebastian Ofner', 'Hamad Medjedovic']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-06-30,Wimbledon,Grass,R128,Shintaro Mochizuki,Giulio Zeppieri,2-6 3-6 6-3 7-6(6) 7-5,0.88,0.028999999999999998,0.028999999999999998,0.588,0.75,0.514,9.0,14.0,0.6428571428571429,1.13,0.157,0.05,0.564,0.797,0.557,4.0,8.0,0.5,194,player_profile_classic,player_profile_classic,"['Shintaro Mochizuki', 'Giulio Zeppieri']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-06-30,Wimbledon,Grass,R128,Taylor Fritz,Giovanni Mpetshi Perricard,6-7(6) 6-7(8) 6-4 7-6(6) 6-4,,,,,,,,,,,,,,,,,,,205,,,,2025,True,Taylor Fritz,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=TaylorFritz,(ch),1.48,0.18100000000000002,0.013000000000000001,0.675,0.852,0.7120000000000001,0.0,0.0,,TAYLOR FRITZ,GIOVANNI MPETSHI PERRICARD,6-7(6) 6-7(8) 6-4 7-6(6) 6-4,R128,2025|2025-06-30|Wimbledon|R128|TAYLOR FRITZ|GIOVANNI MPETSHI PERRICARD|6-7(6) 6-7(8) 6-4 7-6(6) 6-4,G,128
2025-06-30,Wimbledon,Grass,R128,Taylor Fritz,Mpetshi Perricard,6-7(6) 6-7(8) 6-4 7-6(6) 6-4,,,,,,,,,,,,,,,,,,,205,,,,2025,False,Giovanni Mpetshi Perricard,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=GiovanniMpetshiPerricard,(ch),0.68,0.2,0.07,0.665,0.821,0.5,4.0,6.0,0.6666666666666666,TAYLOR FRITZ,MPETSHI PERRICARD,6-7(6) 6-7(8) 6-4 7-6(6) 6-4,R128,2025|2025-06-30|Wimbledon|R128|TAYLOR FRITZ|MPETSHI PERRICARD|6-7(6) 6-7(8) 6-4 7-6(6) 6-4,G,128
2025-06-30,Wimbledon,Grass,R128,Tomas Machac,Damir Dzumhur,6-3 6-2 6-4,1.86,0.096,0.013999999999999999,0.685,0.78,0.696,2.0,3.0,0.6666666666666666,0.54,0.012,0.024,0.578,0.604,0.457,3.0,8.0,0.375,100,player_profile_classic,player_profile_classic,"['Tomas Machac', 'Damir Dzumhur']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-06-30,Wimbledon,Grass,R128,Tommy Paul,Johannus Monday,6-4 6-4 6-2,1.76,0.125,0.042,0.639,0.87,0.654,2.0,2.0,1.0,0.57,0.085,0.024,0.585,0.7290000000000001,0.5,2.0,6.0,0.3333333333333333,103,player_profile_classic,player_profile_classic,"['Tommy Paul', 'Johannus Monday']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-06-30,Wimbledon,Grass,R128,Valentin Royer,Stefanos Tsitsipas,6-3 6-2 RET,1.67,0.16,0.02,0.68,0.794,0.625,3.0,3.0,1.0,0.6,0.11699999999999999,0.11699999999999999,0.433,0.615,0.529,1.0,4.0,0.25,77,player_profile_classic,player_profile_classic,"['Valentin Royer', 'Stefanos Tsitsipas']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-06-30,Wimbledon,Grass,R128,Van De Zandschulp,Matteo Arnaldi,7-6(4) 7-6(5) 6-4,,,,,,,,,,,,,,,,,,,179,,,,2025,True,Botic van de Zandschulp,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=BoticVanDeZandschulp,,1.26,0.057999999999999996,0.033,0.603,0.795,0.604,5.0,6.0,0.8333333333333334,VAN DE ZANDSCHULP,MATTEO ARNALDI,7-6(4) 7-6(5) 6-4,R128,2025|2025-06-30|Wimbledon|R128|VAN DE ZANDSCHULP|MATTEO ARNALDI|7-6(4) 7-6(5) 6-4,G,128
