match_date,tourney_name,surface,round,winner_name,loser_name,score,w_ta_dr,w_ta_ace_pct,w_ta_df_pct,w_ta_1stin_pct,w_ta_1stwon_pct,w_ta_2ndwon_pct,w_ta_bpsvd_num,w_ta_bpsvd_den,w_ta_bpsvd_pct,l_ta_dr,l_ta_ace_pct,l_ta_df_pct,l_ta_1stin_pct,l_ta_1stwon_pct,l_ta_2ndwon_pct,l_ta_bpsvd_num,l_ta_bpsvd_den,l_ta_bpsvd_pct,minutes,source,ta_stats_source,source_profile_players,year,player_won,source_player,source_url,ta_more,ta_dr,ta_ace_pct,ta_df_pct,ta_1stin_pct,ta_1stwon_pct,ta_2ndwon_pct,ta_bpsvd_num,ta_bpsvd_den,ta_bpsvd_pct,winner_name_norm,loser_name_norm,score_norm,round_norm,match_key,tourney_level,draw_size
2025-08-25,US Open,Hard,Q1,Juan Manuel Cerundolo,Calvin Hemery,6-4 6-3,1.53,0.02,0.02,0.588,0.767,0.667,0.0,0.0,,0.65,0.028999999999999998,0.087,0.652,0.644,0.45799999999999996,2.0,5.0,0.4,91.0,player_profile_classic,player_profile_classic,"['Juan Manuel Cerundolo', 'Calvin Hemery']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Kimmer Coppejans,Alex Barrena,6-4 6-7(4) 6-3,,,,,,,,,,,,,,,,,,,154.0,,,,2025,True,Kimmer Coppejans,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=KimmerCoppejans,,1.1,0.094,0.075,0.519,0.691,0.47100000000000003,7.0,11.0,0.6363636363636364,KIMMER COPPEJANS,ALEX BARRENA,6-4 6-7(4) 6-3,Q1,2025|2025-08-25|US Open|Q1|KIMMER COPPEJANS|ALEX BARRENA|6-4 6-7(4) 6-3,G,128
2025-08-25,US Open,Hard,Q1,Kyrian Jacquet,Liam Draxl,7-5 6-2,,,,,,,,,,,,,,,,,,,78.0,,,,2025,True,Kyrian Jacquet,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=KyrianJacquet,,1.17,0.095,0.016,0.429,0.852,0.556,5.0,5.0,1.0,KYRIAN JACQUET,LIAM DRAXL,7-5 6-2,Q1,2025|2025-08-25|US Open|Q1|KYRIAN JACQUET|LIAM DRAXL|7-5 6-2,G,128
2025-08-25,US Open,Hard,Q1,Leandro Riedi,Luka Pavlovic,6-2 7-6(3),1.32,0.133,0.09300000000000001,0.5329999999999999,0.75,0.5429999999999999,5.0,7.0,0.7142857142857143,0.76,0.129,0.059000000000000004,0.565,0.6459999999999999,0.405,9.0,13.0,0.6923076923076923,97.0,player_profile_classic,player_profile_classic,"['Leandro Riedi', 'Luka Pavlovic']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Llamas Ruiz,Yannick Hanfmann,1-6 6-3 6-4,,,,,,,,,,,,,,,,,,,122.0,,,,2025,True,Pablo Llamas Ruiz,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=PabloLlamasRuiz,,0.94,0.034,0.034,0.568,0.7,0.5529999999999999,9.0,11.0,0.8181818181818182,LLAMAS RUIZ,YANNICK HANFMANN,1-6 6-3 6-4,Q1,2025|2025-08-25|US Open|Q1|LLAMAS RUIZ|YANNICK HANFMANN|1-6 6-3 6-4,G,128
2025-08-25,US Open,Hard,Q1,Lloyd Harris,Daniel Evans,6-4 3-6 7-5,1.09,0.10099999999999999,0.045,0.517,0.7609999999999999,0.535,1.0,3.0,0.3333333333333333,0.92,0.046,0.027999999999999997,0.611,0.742,0.429,6.0,9.0,0.6666666666666666,157.0,player_profile_classic,player_profile_classic,"['Daniel Evans', 'Lloyd Harris']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Luca Van Assche,Dusan Lajovic,6-3 6-1,,,,,,,,,,,,,,,,,,,69.0,,,,2025,False,Dusan Lajovic,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=DusanLajovic,,0.66,0.083,0.063,0.6459999999999999,0.581,0.294,5.0,10.0,0.5,LUCA VAN ASSCHE,DUSAN LAJOVIC,6-3 6-1,Q1,2025|2025-08-25|US Open|Q1|LUCA VAN ASSCHE|DUSAN LAJOVIC|6-3 6-1,G,128
2025-08-25,US Open,Hard,Q1,Marc Andrea Huesler,Stefano Napolitano,6-3 6-7(2) 6-4,1.86,0.195,0.0,0.585,0.833,0.765,2.0,3.0,0.6666666666666666,0.54,0.064,0.018000000000000002,0.555,0.721,0.531,6.0,9.0,0.6666666666666666,142.0,player_profile_classic,player_profile_classic,"['Marc Andrea Huesler', 'Stefano Napolitano']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Marco Trungelliti,Christopher Eubanks,7-5 3-6 6-3,1.07,0.028999999999999998,0.038,0.5670000000000001,0.627,0.622,7.0,9.0,0.7777777777777778,0.94,0.064,0.073,0.609,0.731,0.395,9.0,12.0,0.75,152.0,player_profile_classic,player_profile_classic,"['Christopher Eubanks', 'Marco Trungelliti']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Martin Damm,Stefano Travaglia,6-3 6-2,1.38,0.145,0.032,0.71,0.773,0.389,8.0,9.0,0.8888888888888888,0.72,0.048,0.016,0.5479999999999999,0.5589999999999999,0.5,2.0,6.0,0.3333333333333333,76.0,player_profile_classic,player_profile_classic,"['Martin Damm', 'Stefano Travaglia']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Martin Landaluce,Clement Tabur,6-4 6-4,1.35,0.113,0.019,0.604,0.75,0.47600000000000003,3.0,6.0,0.5,0.74,0.03,0.076,0.545,0.583,0.433,4.0,9.0,0.4444444444444444,92.0,player_profile_classic,player_profile_classic,"['Martin Landaluce', 'Clement Tabur']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Matteo Gigante,Edas Butvilas,3-6 6-4 6-2,1.07,0.0,0.098,0.47600000000000003,0.7440000000000001,0.465,6.0,10.0,0.6,0.93,0.091,0.045,0.545,0.625,0.5,7.0,12.0,0.5833333333333334,111.0,player_profile_classic,player_profile_classic,"['Matteo Gigante', 'Edas Butvilas']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Merida Aguilar,Dalibor Svrcina,1-6 6-3 7-5,,,,,,,,,,,,,,,,,,,119.0,,,,2025,True,Daniel Merida Aguilar,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=DanielMeridaAguilar,,1.0,0.021,0.063,0.695,0.591,0.379,9.0,15.0,0.6,MERIDA AGUILAR,DALIBOR SVRCINA,1-6 6-3 7-5,Q1,2025|2025-08-25|US Open|Q1|MERIDA AGUILAR|DALIBOR SVRCINA|1-6 6-3 7-5,G,128
2025-08-25,US Open,Hard,Q1,Michael Zheng,Yasutaka Uchiyama,6-2 6-3,2.09,0.075,0.05,0.525,0.857,0.632,2.0,3.0,0.6666666666666666,0.48,0.028999999999999998,0.043,0.565,0.59,0.33299999999999996,7.0,12.0,0.5833333333333334,68.0,player_profile_classic,player_profile_classic,"['Michael Zheng', 'Yasutaka Uchiyama']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Mikhail Kukushkin,Andrea Pellegrino,7-6(4) 6-3,1.21,0.07,0.0,0.563,0.725,0.581,2.0,4.0,0.5,0.83,0.091,0.03,0.5,0.606,0.5760000000000001,6.0,9.0,0.6666666666666666,97.0,player_profile_classic,player_profile_classic,"['Andrea Pellegrino', 'Mikhail Kukushkin']",2025,,,,,,,,,,,,,,,,,,,G,128
2025-08-25,US Open,Hard,Q1,Mitchell Krueger,Rodriguez Taverna,6-3 5-7 6-1,,,,,,,,,,,,,,,,,,,118.0,,,,2025,False,Santiago Fa Rodriguez Taverna,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=SantiagoFaRodriguezTaverna,,0.76,0.08,0.023,0.6779999999999999,0.5589999999999999,0.607,4.0,8.0,0.5,MITCHELL KRUEGER,RODRIGUEZ TAVERNA,6-3 5-7 6-1,Q1,2025|2025-08-25|US Open|Q1|MITCHELL KRUEGER|RODRIGUEZ TAVERNA|6-3 5-7 6-1,G,128
2025-08-25,US Open,Hard,Q1,Mitchell Krueger,Santiago Fa Rodriguez Taverna,6-3 5-7 6-1,,,,,,,,,,,,,,,,,,,118.0,,,,2025,True,Mitchell Krueger,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=MitchellKrueger,,1.32,0.092,0.023,0.6779999999999999,0.78,0.46399999999999997,1.0,2.0,0.5,MITCHELL KRUEGER,SANTIAGO FA RODRIGUEZ TAVERNA,6-3 5-7 6-1,Q1,2025|2025-08-25|US Open|Q1|MITCHELL KRUEGER|SANTIAGO FA RODRIGUEZ TAVERNA|6-3 5-7 6-1,G,128
