bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,edge_threshold
734,330,0.44959128065395093,734.0,124.00999999999996,0.16895095367847407,-56.59000000000001,2.881634877384196,0.5043929431075345,0.06271691384577181,0.01
637,284,0.44583987441130296,637.0,137.61,0.2160282574568289,-45.639999999999986,3.0020408163265304,0.4992000092185782,0.0668603969784857,0.02
570,247,0.43333333333333335,570.0,134.60999999999999,0.23615789473684207,-48.36000000000001,3.09280701754386,0.49699731473885667,0.07018641491879497,0.03
455,179,0.3934065934065934,455.0,127.78,0.28083516483516485,-44.669999999999995,3.334417582417582,0.48221005705725606,0.07560278678603213,0.05
316,117,0.370253164556962,316.0,144.58999999999997,0.45756329113924044,-34.44,3.7651582278481013,0.4667523677407804,0.08459672926085895,0.075
238,85,0.35714285714285715,238.0,154.26999999999995,0.6481932773109241,-28.720000000000006,4.149915966386555,0.4605020311799845,0.09209052205731227,0.1
