bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,model_type
570,247,0.43333333333333335,570.0,134.60999999999999,0.23615789473684207,-48.36000000000001,3.09280701754386,0.49699731473885667,0.07018641491879497,other
