bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,segment,value
787,451,0.5730622617534943,787.0,80.53999999999999,0.10233799237611181,-17.839999999999996,2.454879288437103,0.6279966637613333,0.11407176753241703,model_type,top_10
185,105,0.5675675675675675,185.0,4.330000000000004,0.023405405405405425,-15.340000000000002,2.202972972972973,0.6666269580146723,0.11478978749141229,surface,Clay
53,26,0.49056603773584906,53.0,10.869999999999997,0.20509433962264145,-10.11,3.1433962264150943,0.518171799015872,0.11651570268517344,surface,Grass
549,320,0.5828779599271403,549.0,65.34,0.11901639344262295,-19.17,2.4732969034608376,0.6255815697625021,0.1135938763566243,surface,Hard
36,16,0.4444444444444444,36.0,-0.6699999999999995,-0.018611111111111096,-7.93,2.180833333333333,0.6296254657090199,0.14478207899245574,tournament_importance,1
379,202,0.5329815303430079,379.0,13.629999999999992,0.03596306068601581,-29.660000000000004,2.6069656992084433,0.6127775720060308,0.11211315128910838,tournament_importance,3
372,233,0.6263440860215054,372.0,67.58,0.18166666666666667,-12.190000000000012,2.326451612903226,0.6433445102805347,0.11309527383255838,tournament_importance,4
