bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,model_type
787,451,0.5730622617534943,787.0,80.53999999999999,0.10233799237611181,-17.839999999999996,2.454879288437103,0.6279966637613333,0.11407176753241703,top_10
