bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,year
201,118,0.5870646766169154,201.0,20.250000000000004,0.10074626865671643,-9.36,2.268855721393035,0.6485675515210554,0.11495091619434374,2019
71,43,0.6056338028169014,71.0,7.059999999999999,0.09943661971830985,-5.289999999999997,2.4156338028169007,0.6329116174667717,0.1107568259186048,2020
126,72,0.5714285714285714,126.0,28.49,0.2261111111111111,-7.939999999999998,2.853015873015873,0.590498728821103,0.1050551246434491,2021
141,76,0.5390070921985816,141.0,-1.2599999999999993,-0.008936170212765953,-13.209999999999999,2.560709219858156,0.6186438946528229,0.11272213367310965,2022
102,55,0.5392156862745098,102.0,2.8299999999999996,0.027745098039215682,-9.67,2.1205882352941177,0.6481955705867,0.11474558072356067,2023
70,38,0.5428571428571428,70.0,2.8000000000000007,0.04000000000000001,-13.459999999999999,2.4245714285714293,0.6356576085443114,0.12229814683833867,2024
59,36,0.6101694915254238,59.0,15.13,0.2564406779661017,-5.0,2.7437288135593225,0.5965037281577779,0.12090476649192677,2025
17,13,0.7647058823529411,17.0,5.24,0.30823529411764705,-1.4699999999999998,2.1176470588235294,0.6763083498550135,0.13391440966085574,2026
