bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,edge_threshold,model_type,max_odds,exclude_slams,surface,min_edge_trust
202,92,0.45544554455445546,202.0,19.75,0.09777227722772278,17.154999999999998,0.08492574257425742,-15.85,3.4174752475247523,0.47757680305098826,0.08320354671873674,0.002106663943561875,0.47029702970297027,0.03876112227610111,0.03,,10.0,False,Grass,
164,65,0.39634146341463417,164.0,15.990000000000002,0.09750000000000002,13.690199999999997,0.08347682926829267,-15.930000000000001,3.6256097560975604,0.44236257685490354,0.09015979323018186,0.004527338541609652,0.4817073170731707,0.03971501840612155,0.05,,10.0,False,Grass,
55,27,0.4909090909090909,55.0,5.240000000000002,0.09527272727272731,4.5752000000000015,0.08318545454545458,-7.03,2.5301818181818185,0.4789118359020687,0.04067048443389803,0.009179558895227525,0.5636363636363636,0.010548476170841588,0.01,other,5.0,False,Grass,
104,48,0.46153846153846156,104.0,9.880000000000003,0.09500000000000003,8.562399999999998,0.08233076923076922,-10.49,3.2470192307692303,0.46467618969433155,0.08044150038013799,0.014593703169731905,0.5576923076923077,0.03253045518619323,0.03,,10.0,True,Grass,
227,121,0.5330396475770925,227.0,21.180000000000007,0.09330396475770929,18.636400000000002,0.08209867841409692,-14.540000000000003,2.583436123348018,0.548974474538796,0.07742607130167525,0.0031889786192254715,0.4581497797356828,0.036733477144635686,0.01,,5.0,False,Grass,
100,46,0.46,100.0,9.46,0.0946,8.1908,0.081908,-11.44,3.0603000000000002,0.5004044570735418,0.11264274616171399,0.0011403455177602263,0.45,0.053211547215927954,0.075,top_10,5.0,False,Grass,
172,94,0.5465116279069767,172.0,15.940000000000007,0.0926744186046512,14.061199999999998,0.08175116279069766,-12.54,2.6004651162790697,0.5713782252656565,0.08917931128846451,0.0012733860891085361,0.42441860465116277,0.045106587921139606,0.01,top_10,5.0,False,Grass,
56,25,0.44642857142857145,56.0,5.290000000000001,0.09446428571428574,4.5642,0.08150357142857143,-8.98,3.129642857142857,0.462994139475481,0.10189331135750734,0.015203269874753466,0.5892857142857143,0.04153959275131834,0.075,,5.0,True,Grass,
78,33,0.4230769230769231,78.0,7.3100000000000005,0.09371794871794872,6.263799999999998,0.08030512820512818,-11.299999999999999,3.4243589743589737,0.4448574087913393,0.09104914576177058,0.015013693102593484,0.5641025641025641,0.035885955855362736,0.05,top_10,10.0,True,Grass,
58,30,0.5172413793103449,58.0,5.32,0.09172413793103448,4.653599999999999,0.08023448275862068,-6.82,2.214827586206897,0.5096564278789083,0.05909295416280618,0.015398814533117594,0.6551724137931034,0.01884281141240936,0.03,other,3.0,False,Clay,
99,47,0.47474747474747475,99.0,8.87,0.08959595959595959,7.652599999999998,0.07729898989898988,-9.36,3.112121212121212,0.49163222802162926,0.08332475460215992,0.013137385147742636,0.5454545454545454,0.034712021336383,0.01,top_10,10.0,True,Grass,
77,47,0.6103896103896104,77.0,6.65,0.08636363636363636,5.917,0.07684415584415584,-9.06,1.953506493506493,0.6137794372846627,0.07004906358783991,0.0025885913378918264,0.42857142857142855,0.03322796962359656,0.01,,3.0,True,Grass,
