tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,clv,market_probability,edge,ev,won,stake,profit,friction_bps,friction_adjusted_odds,friction_adjusted_profit,friction_adjusted_ev
2019-07-29,2019-08-04,Washington,SF,Hard,3,Daniil Medvedev,Peter Gojowczyk,player1,top_10,0.9698990730990662,1.16,1.16,0.0,0.8116883116883117,0.1582107614107545,0.1250829247949167,True,1.0,0.1599999999999999,200.0,1.1567999999999998,0.15679999999999983,0.12197924776099961
2019-07-29,2019-08-04,Washington,F,Hard,3,Nick Kyrgios,Daniil Medvedev,player1,top_10,0.5281915228046143,2.1,2.13,-0.0140845070422533,0.450261780104712,0.0779297426999023,0.1092021978896902,True,1.0,1.1,200.0,2.0780000000000003,1.0780000000000003,0.09758198438798871
2019-08-05,2019-08-07,Canada Masters,R32,Hard,4,Denis Shapovalov,Dominic Thiem,player2,top_10,0.5830885906891574,2.2,2.13,0.0328638497652582,0.4225721784776903,0.1605164122114671,0.2827948995161464,False,1.0,-1.0,200.0,2.176,-1.0,0.2688007733396066
2019-08-05,2019-08-07,Canada Masters,R32,Hard,4,Kei Nishikori,Richard Gasquet,player2,top_10,0.8079803580047191,1.4,1.38,0.0144927536231884,0.6626506024096386,0.1453297555950805,0.1311725012066067,False,1.0,-1.0,200.0,1.392,-1.0,0.12470865834256895
2019-08-05,2019-08-07,Canada Masters,R32,Hard,4,Stefanos Tsitsipas,Hubert Hurkacz,player2,top_10,0.7759954433019679,1.4,1.43,-0.020979020979021,0.6626506024096386,0.1133448408923293,0.086393620622755,False,1.0,-1.0,200.0,1.392,-1.0,0.08018565707633923
2019-08-05,2019-08-07,Canada Masters,R32,Hard,4,Rafael Nadal,Daniel Evans,player2,top_10,0.9654358810376744,1.08,1.08,0.0,0.8810572687224669,0.0843786123152073,0.0426707515206883,True,1.0,0.08,200.0,1.0784,0.07840000000000003,0.04112605411102811
2019-08-05,2019-08-08,Canada Masters,R16,Hard,4,Marin Cilic,Dominic Thiem,player2,top_10,0.7007659392361765,1.9,1.93,-0.0155440414507772,0.5,0.2007659392361764,0.3314552845487352,False,1.0,-1.0,200.0,1.882,-1.0,0.31884149764248404
2019-08-05,2019-08-08,Canada Masters,R16,Hard,4,Alexander Zverev,Nikoloz Basilashvili,player1,top_10,0.7790759795024108,1.44,1.44,0.0,0.6563245823389022,0.1227513971635085,0.1218694104834715,True,1.0,0.4399999999999999,200.0,1.4312,0.4312,0.11501354186385038
2019-08-05,2019-08-08,Canada Masters,R16,Hard,4,Karen Khachanov,Felix Auger Aliassime,player1,top_10,0.6788699840399632,1.72,1.69,0.0177514792899409,0.549738219895288,0.1291317641446752,0.1676563725487367,True,1.0,0.72,200.0,1.7056,0.7056,0.15788064477856129
2019-08-05,2019-08-09,Canada Masters,QF,Hard,4,Daniil Medvedev,Dominic Thiem,player1,top_10,0.6764023904964647,1.61,1.67,-0.0359281437125748,0.588235294117647,0.0881670963788177,0.0890078486993081,True,1.0,0.6100000000000001,200.0,1.5978,0.5978000000000001,0.08075573953525134
2019-08-05,2019-08-09,Canada Masters,QF,Hard,4,Alexander Zverev,Karen Khachanov,player1,top_10,0.7514756410419708,1.8,1.77,0.0169491525423728,0.5263157894736842,0.2251598515682866,0.3526561538755476,False,1.0,-1.0,200.0,1.784,-1.0,0.34063254361887596
2019-08-05,2019-08-09,Canada Masters,QF,Hard,4,Fabio Fognini,Rafael Nadal,player2,top_10,0.2186423437141402,6.0,6.22,-0.0353697749196141,0.1573033707865168,0.0613389729276234,0.3118540622848416,False,1.0,-1.0,200.0,5.9,-1.0,0.2899898279134274
2019-08-05,2019-08-10,Canada Masters,SF,Hard,4,Karen Khachanov,Daniil Medvedev,player1,top_10,0.4330395115553818,2.62,2.62,0.0,0.3640776699029127,0.0689618416524691,0.1345635202751003,False,1.0,-1.0,200.0,2.5876,-1.0,0.12053304010070598
2019-08-05,2019-08-11,Canada Masters,F,Hard,4,Daniil Medvedev,Rafael Nadal,player2,top_10,0.3824678368944234,3.0,2.99,0.0033444816053511,0.3181818181818181,0.0642860187126053,0.1474035106832703,False,1.0,-1.0,200.0,2.96,-1.0,0.13210479720749324
2019-08-12,2019-08-14,Cincinnati Masters,R32,Hard,4,Yoshihito Nishioka,Kei Nishikori,player1,top_10,0.3212844083282554,3.4,3.34,0.0179640718562874,0.2765957446808511,0.0446886636474043,0.0923669883160684,True,1.0,2.4,200.0,3.352,2.352,0.07694533671631199
2019-08-12,2019-08-14,Cincinnati Masters,R32,Hard,4,Benoit Paire,Daniil Medvedev,player1,top_10,0.3950475817736842,3.4,3.6,-0.0555555555555555,0.2765957446808511,0.1184518370928331,0.3431617780305265,False,1.0,-1.0,200.0,3.352,-1.0,0.3241994941053895
2019-08-12,2019-08-15,Cincinnati Masters,R16,Hard,4,Daniil Medvedev,Jan Lennard Struff,player1,top_10,0.749539170376996,1.4,1.38,0.0144927536231884,0.6818181818181818,0.0677209885588142,0.0493548385277943,True,1.0,0.3999999999999999,200.0,1.392,0.3919999999999999,0.043358525164778394
2019-08-12,2019-08-17,Cincinnati Masters,SF,Hard,4,Daniil Medvedev,Novak Djokovic,player1,top_10,0.4002717590850569,3.4,3.39,0.0029498525073745,0.281183932346723,0.1190878267383339,0.3609239808891936,True,1.0,2.4,200.0,3.352,2.352,0.3417109364531107
2019-08-19,2019-08-20,Winston-Salem,R32,Hard,3,Marco Cecchinato,John Millman,player1,other,0.3582908869398072,3.0,2.92,0.0273972602739727,0.3119266055045871,0.0463642814352201,0.0748726608194217,False,1.0,-1.0,200.0,2.96,-1.0,0.06054102534182926
2019-08-19,2019-08-22,Winston-Salem,R16,Hard,3,Frances Tiafoe,Filip Krajinovic,player1,other,0.5790729815968112,1.8,1.78,0.0112359550561798,0.5263157894736842,0.052757192123127,0.0423313668742602,True,1.0,0.8,200.0,1.784,0.784,0.033066199168711174
2019-08-26,2019-08-26,US Open,R128,Hard,5,Prajnesh Gunneswaran,Daniil Medvedev,player2,top_10,0.2052036185569503,19.0,20.19,-0.058940069341258,0.0509490509490509,0.1542545676078994,2.8988687525820565,False,1.0,-1.0,200.0,18.64,-1.0,2.8249954499015537
2019-08-26,2019-08-26,US Open,R128,Hard,5,Thiago Monteiro,Bradley Klahn,player1,other,0.45714546018124,2.37,2.32,0.021551724137931,0.398477157360406,0.058668302820834,0.0834347406295389,False,1.0,-1.0,200.0,2.3426,-1.0,0.07090895502057293
2019-08-26,2019-08-27,US Open,R128,Hard,5,Andrey Rublev,Stefanos Tsitsipas,player1,top_10,0.5107095382851607,2.5,2.59,-0.0347490347490346,0.3796526054590571,0.1310569328261036,0.2767738457129018,True,1.0,1.5,200.0,2.4699999999999998,1.4699999999999998,0.2614525595643469
2019-08-26,2019-08-27,US Open,R128,Hard,5,Mikhail Kukushkin,Roberto Bautista Agut,player1,top_10,0.1595420481899488,8.0,7.88,0.015228426395939,0.118942731277533,0.0405993169124158,0.2763363855195909,True,1.0,7.0,200.0,7.859999999999999,6.859999999999999,0.25400049877299735
2019-08-26,2019-08-27,US Open,R128,Hard,5,Pablo Andujar,Kyle Edmund,player1,other,0.2367620235542683,4.5,4.64,-0.0301724137931034,0.2105263157894736,0.0262357077647946,0.0654291059942074,True,1.0,3.5,200.0,4.43,3.4299999999999997,0.048855764345408614
2019-08-26,2019-08-27,US Open,R128,Hard,5,Alexander Zverev,Radu Albot,player2,top_10,0.8510789394140426,1.44,1.44,0.0,0.6563245823389022,0.1947543570751403,0.2255536727562212,True,1.0,0.4399999999999999,200.0,1.4312,0.4312,0.21806417808937772
2019-08-26,2019-08-27,US Open,R128,Hard,5,Vasek Pospisil,Karen Khachanov,player1,top_10,0.3662217692469584,6.0,7.19,-0.1655076495132128,0.1573033707865168,0.2089183984604415,1.1973306154817505,True,1.0,5.0,200.0,5.9,4.9,1.1607084385570547
2019-08-26,2019-08-29,US Open,R64,Hard,5,Hugo Dellien,Daniil Medvedev,player1,top_10,0.1808996469713124,19.0,14.3,0.3286713286713285,0.0509490509490509,0.1299505960222614,2.437093292454936,False,1.0,-1.0,200.0,18.64,-1.0,2.3719694195452634
2019-08-26,2019-08-29,US Open,R64,Hard,5,Alexander Zverev,Frances Tiafoe,player2,top_10,0.7226912975467443,1.5,1.52,-0.0131578947368421,0.6359223300970874,0.0867689674496569,0.0840369463201164,True,1.0,0.5,200.0,1.49,0.49,0.07681003334464903
2019-08-26,2019-08-31,US Open,R32,Hard,5,Feliciano Lopez,Daniil Medvedev,player1,top_10,0.4394899383019277,3.5,3.59,-0.0250696378830083,0.2708333333333333,0.1686566049685943,0.5382147840567468,False,1.0,-1.0,200.0,3.45,-1.0,0.5162402871416507
2019-08-26,2019-08-31,US Open,R32,Hard,5,Aljaz Bedene,Alexander Zverev,player1,top_10,0.4421852333909208,3.75,3.87,-0.0310077519379845,0.2544731610337972,0.1877120723571235,0.6581946252159532,False,1.0,-1.0,200.0,3.695,-1.0,0.6338744373794523
2019-08-26,2019-09-01,US Open,R16,Hard,5,Roger Federer,David Goffin,player1,top_10,0.9794461164210454,1.16,1.16,0.0,0.8116883116883117,0.1677578047327337,0.1361574950484126,True,1.0,0.1599999999999999,200.0,1.1567999999999998,0.15679999999999983,0.13302326747586515
2019-08-26,2019-09-02,US Open,R16,Hard,5,Diego Schwartzman,Alexander Zverev,player2,top_10,0.5397860795786423,2.0,1.99,0.0050251256281406,0.4736842105263157,0.0661018690523265,0.0795721591572846,True,1.0,1.0,200.0,1.98,0.98,0.06877643756571183
