bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly
1949,805,0.41303232426885583,1949.0,-77.75,-0.03989225243714725,-99.07499999999999,-0.050833760903027186,-104.23000000000002,4.085731144176501,0.47192207318287105,0.07456069964716684,0.04192375125223052,0.5233453052847614,0.03589323161311667
