bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,edge_threshold
998,631,0.6322645290581163,998.0,84.89999999999999,0.08507014028056112,-19.209999999999994,1.9676452905811623,0.680955915743106,0.11361274368359772,0.01
947,597,0.6304118268215417,947.0,92.06,0.09721224920802535,-17.97999999999999,1.985702217529039,0.6786086975652328,0.11723174260145536,0.02
886,556,0.6275395033860045,886.0,95.06,0.10729119638826186,-15.289999999999992,2.0161512415349887,0.6739214208853044,0.12150978774615268,0.03
778,477,0.6131105398457584,778.0,81.58000000000001,0.10485861182519282,-12.129999999999995,2.066439588688946,0.6661411471106834,0.12957264381968447,0.05
660,395,0.5984848484848485,660.0,81.24000000000001,0.1230909090909091,-10.04,2.1480454545454544,0.653679384278799,0.13869186392526203,0.075
558,325,0.5824372759856631,558.0,74.15,0.13288530465949822,-11.090000000000003,2.2236021505376344,0.6430192461900403,0.14760578021769793,0.1
