tourney_name,surface,round,match_date,year,winner_name,loser_name,score,player_won,player_rank,opponent_rank,source_player,source_url,ta_more,ta_dr,ta_ace_pct,ta_df_pct,ta_1stin_pct,ta_1stwon_pct,ta_2ndwon_pct,ta_bpsvd_num,ta_bpsvd_den,ta_bpsvd_pct,minutes,winner_name_norm,loser_name_norm,score_norm,match_key,w_ta_dr,w_ta_ace_pct,w_ta_df_pct,w_ta_1stin_pct,w_ta_1stwon_pct,w_ta_2ndwon_pct,w_ta_bpsvd_num,w_ta_bpsvd_den,w_ta_bpsvd_pct,l_ta_dr,l_ta_ace_pct,l_ta_df_pct,l_ta_1stin_pct,l_ta_1stwon_pct,l_ta_2ndwon_pct,l_ta_bpsvd_num,l_ta_bpsvd_den,l_ta_bpsvd_pct,winner_stats,loser_stats,winner_rank,loser_rank,dr,time,source,ta_stats_source,source_profile_players
US Open,Hard,Q1,2025-08-25,,Hugo Grenier,Omar Jasika,6-7(3) 6-3 6-3,,,,,,,,,,,,,,,,,,,,,1.11,0.08900000000000001,0.081,0.5479999999999999,0.691,0.321,9.0,15.0,0.6,0.9,0.0,0.026000000000000002,0.728,0.494,0.419,12.0,21.0,0.5714285714285714,"{'ace_pct': 0.08900000000000001, 'df_pct': 0.081, 'first_in_pct': 0.5479999999999999, 'first_won_pct': 0.691, 'second_won_pct': 0.321, 'bpsvd_pct': 0.6, 'bpsvd_num': 9, 'bpsvd_den': 15}","{'ace_pct': 0.0, 'df_pct': 0.026000000000000002, 'first_in_pct': 0.728, 'first_won_pct': 0.494, 'second_won_pct': 0.419, 'bpsvd_pct': 0.5714285714285714, 'bpsvd_num': 12, 'bpsvd_den': 21}",188.0,202.0,1.11,183.0,player_profile_classic,player_profile_classic,"['Hugo Grenier', 'Omar Jasika']"
US Open,Hard,Q1,2025-08-25,,Ignacio Buse,Lukas Neumayer,7-6(2) 6-7(5) 6-1,,,,,,,,,,,,,,,,,,,,,1.3,0.085,0.038,0.679,0.75,0.5589999999999999,4.0,6.0,0.6666666666666666,0.77,0.036000000000000004,0.063,0.532,0.695,0.48100000000000004,4.0,8.0,0.5,"{'ace_pct': 0.085, 'df_pct': 0.038, 'first_in_pct': 0.679, 'first_won_pct': 0.75, 'second_won_pct': 0.5589999999999999, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 4, 'bpsvd_den': 6}","{'ace_pct': 0.036000000000000004, 'df_pct': 0.063, 'first_in_pct': 0.532, 'first_won_pct': 0.695, 'second_won_pct': 0.48100000000000004, 'bpsvd_pct': 0.5, 'bpsvd_num': 4, 'bpsvd_den': 8}",135.0,157.0,1.3,155.0,player_profile_classic,player_profile_classic,"['Ignacio Buse', 'Lukas Neumayer']"
US Open,Hard,Q1,2025-08-25,2025.0,Jaime Faria,Rio Noguchi,3-6 6-4 6-3,False,219.0,117.0,Rio Noguchi,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=RioNoguchi,,0.83,0.011000000000000001,0.0,0.621,0.627,0.444,8.0,13.0,0.6153846153846154,110.0,JAIME FARIA,RIO NOGUCHI,3-6 6-4 6-3,2025|2025-08-25|US Open|Q1|JAIME FARIA|RIO NOGUCHI|3-6 6-4 6-3,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,2025.0,James Duckworth,Facundo Bagnis,6-4 6-2,False,462.0,106.0,Facundo Bagnis,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=FacundoBagnis,,0.66,0.076,0.106,0.515,0.588,0.469,8.0,12.0,0.6666666666666666,83.0,JAMES DUCKWORTH,FACUNDO BAGNIS,6-4 6-2,2025|2025-08-25|US Open|Q1|JAMES DUCKWORTH|FACUNDO BAGNIS|6-4 6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,2025.0,James Mccabe,Francesco Maestrelli,6-3 6-7(2) 6-4,False,155.0,176.0,Francesco Maestrelli,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=FrancescoMaestrelli,,0.88,0.065,0.084,0.561,0.65,0.511,11.0,16.0,0.6875,161.0,JAMES MCCABE,FRANCESCO MAESTRELLI,6-3 6-7(2) 6-4,2025|2025-08-25|US Open|Q1|JAMES MCCABE|FRANCESCO MAESTRELLI|6-3 6-7(2) 6-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,2025.0,Jan Lennard Struff,Clement Chidekh,6-4 6-1,False,221.0,144.0,Clement Chidekh,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=ClementChidekh,,0.69,0.017,0.068,0.542,0.43799999999999994,0.444,9.0,15.0,0.6,69.0,JAN LENNARD STRUFF,CLEMENT CHIDEKH,6-4 6-1,2025|2025-08-25|US Open|Q1|JAN LENNARD STRUFF|CLEMENT CHIDEKH|6-4 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,2025.0,Jay Clarke,Jack Satterfield,7-6(5) 6-1,False,1899.0,201.0,Jack Satterfield,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=JackSatterfield,,0.62,0.062,0.015,0.585,0.684,0.444,2.0,4.0,0.5,94.0,JAY CLARKE,JACK SATTERFIELD,7-6(5) 6-1,2025|2025-08-25|US Open|Q1|JAY CLARKE|JACK SATTERFIELD|7-6(5) 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,2025.0,Jerome Kym,Carlos Taberner,7-6(2) 6-1,False,99.0,175.0,Carlos Taberner,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=CarlosTaberner,,0.58,0.064,0.115,0.551,0.6509999999999999,0.4,2.0,6.0,0.3333333333333333,93.0,JEROME KYM,CARLOS TABERNER,7-6(2) 6-1,2025|2025-08-25|US Open|Q1|JEROME KYM|CARLOS TABERNER|7-6(2) 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,,Juan Manuel Cerundolo,Calvin Hemery,6-4 6-3,,,,,,,,,,,,,,,,,,,,,1.53,0.02,0.02,0.588,0.767,0.667,0.0,0.0,,0.65,0.028999999999999998,0.087,0.652,0.644,0.45799999999999996,2.0,5.0,0.4,"{'ace_pct': 0.02, 'df_pct': 0.02, 'first_in_pct': 0.588, 'first_won_pct': 0.767, 'second_won_pct': 0.667, 'bpsvd_num': 0, 'bpsvd_den': 0}","{'ace_pct': 0.028999999999999998, 'df_pct': 0.087, 'first_in_pct': 0.652, 'first_won_pct': 0.644, 'second_won_pct': 0.45799999999999996, 'bpsvd_pct': 0.4, 'bpsvd_num': 2, 'bpsvd_den': 5}",88.0,185.0,1.53,91.0,player_profile_classic,player_profile_classic,"['Calvin Hemery', 'Juan Manuel Cerundolo']"
US Open,Hard,Q1,2025-08-25,,Kimmer Coppejans,Alex Barrena,6-4 6-7(4) 6-3,,,,,,,,,,,,,,,,,,,,,1.1,0.094,0.075,0.519,0.691,0.47100000000000003,7.0,11.0,0.6363636363636364,0.91,0.025,0.051,0.61,0.556,0.522,12.0,18.0,0.6666666666666666,"{'ace_pct': 0.094, 'df_pct': 0.075, 'first_in_pct': 0.519, 'first_won_pct': 0.691, 'second_won_pct': 0.47100000000000003, 'bpsvd_pct': 0.6363636363636364, 'bpsvd_num': 7, 'bpsvd_den': 11}","{'ace_pct': 0.025, 'df_pct': 0.051, 'first_in_pct': 0.61, 'first_won_pct': 0.556, 'second_won_pct': 0.522, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 12, 'bpsvd_den': 18}",193.0,228.0,1.1,154.0,player_profile_classic,player_profile_classic,"['Alex Barrena', 'Kimmer Coppejans']"
US Open,Hard,Q1,2025-08-25,,Kyrian Jacquet,Liam Draxl,7-5 6-2,,,,,,,,,,,,,,,,,,,,,1.17,0.095,0.016,0.429,0.852,0.556,5.0,5.0,1.0,0.86,0.111,0.185,0.519,0.821,0.423,0.0,3.0,0.0,"{'ace_pct': 0.095, 'df_pct': 0.016, 'first_in_pct': 0.429, 'first_won_pct': 0.852, 'second_won_pct': 0.556, 'bpsvd_pct': 1.0, 'bpsvd_num': 5, 'bpsvd_den': 5}","{'ace_pct': 0.111, 'df_pct': 0.185, 'first_in_pct': 0.519, 'first_won_pct': 0.821, 'second_won_pct': 0.423, 'bpsvd_pct': 0.0, 'bpsvd_num': 0, 'bpsvd_den': 3}",164.0,114.0,1.17,78.0,player_profile_classic,player_profile_classic,"['Kyrian Jacquet', 'Liam Draxl']"
US Open,Hard,Q1,2025-08-25,,Leandro Riedi,Luka Pavlovic,6-2 7-6(3),,,,,,,,,,,,,,,,,,,,,1.32,0.133,0.09300000000000001,0.5329999999999999,0.75,0.5429999999999999,5.0,7.0,0.7142857142857143,0.76,0.129,0.059000000000000004,0.565,0.6459999999999999,0.405,9.0,13.0,0.6923076923076923,"{'ace_pct': 0.133, 'df_pct': 0.09300000000000001, 'first_in_pct': 0.5329999999999999, 'first_won_pct': 0.75, 'second_won_pct': 0.5429999999999999, 'bpsvd_pct': 0.7142857142857143, 'bpsvd_num': 5, 'bpsvd_den': 7}","{'ace_pct': 0.129, 'df_pct': 0.059000000000000004, 'first_in_pct': 0.565, 'first_won_pct': 0.6459999999999999, 'second_won_pct': 0.405, 'bpsvd_pct': 0.6923076923076923, 'bpsvd_num': 9, 'bpsvd_den': 13}",435.0,196.0,1.32,97.0,player_profile_classic,player_profile_classic,"['Leandro Riedi', 'Luka Pavlovic']"
US Open,Hard,Q1,2025-08-25,2025.0,Llamas Ruiz,Yannick Hanfmann,1-6 6-3 6-4,True,361.0,132.0,Pablo Llamas Ruiz,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=PabloLlamasRuiz,,0.94,0.034,0.034,0.568,0.7,0.5529999999999999,9.0,11.0,0.8181818181818182,122.0,LLAMAS RUIZ,YANNICK HANFMANN,1-6 6-3 6-4,2025|2025-08-25|US Open|Q1|LLAMAS RUIZ|YANNICK HANFMANN|1-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,,Lloyd Harris,Daniel Evans,6-4 3-6 7-5,,,,,,,,,,,,,,,,,,,,,1.09,0.10099999999999999,0.045,0.517,0.7609999999999999,0.535,1.0,3.0,0.3333333333333333,0.92,0.046,0.027999999999999997,0.611,0.742,0.429,6.0,9.0,0.6666666666666666,"{'ace_pct': 0.10099999999999999, 'df_pct': 0.045, 'first_in_pct': 0.517, 'first_won_pct': 0.7609999999999999, 'second_won_pct': 0.535, 'bpsvd_pct': 0.3333333333333333, 'bpsvd_num': 1, 'bpsvd_den': 3}","{'ace_pct': 0.046, 'df_pct': 0.027999999999999997, 'first_in_pct': 0.611, 'first_won_pct': 0.742, 'second_won_pct': 0.429, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 6, 'bpsvd_den': 9}",353.0,136.0,1.09,157.0,player_profile_classic,player_profile_classic,"['Daniel Evans', 'Lloyd Harris']"
US Open,Hard,Q1,2025-08-25,2025.0,Luca Van Assche,Dusan Lajovic,6-3 6-1,False,128.0,204.0,Dusan Lajovic,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=DusanLajovic,,0.66,0.083,0.063,0.6459999999999999,0.581,0.294,5.0,10.0,0.5,69.0,LUCA VAN ASSCHE,DUSAN LAJOVIC,6-3 6-1,2025|2025-08-25|US Open|Q1|LUCA VAN ASSCHE|DUSAN LAJOVIC|6-3 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,,Marc Andrea Huesler,Stefano Napolitano,6-3 6-7(2) 6-4,,,,,,,,,,,,,,,,,,,,,1.86,0.195,0.0,0.585,0.833,0.765,2.0,3.0,0.6666666666666666,0.54,0.064,0.018000000000000002,0.555,0.721,0.531,6.0,9.0,0.6666666666666666,"{'ace_pct': 0.195, 'df_pct': 0.0, 'first_in_pct': 0.585, 'first_won_pct': 0.833, 'second_won_pct': 0.765, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 2, 'bpsvd_den': 3}","{'ace_pct': 0.064, 'df_pct': 0.018000000000000002, 'first_in_pct': 0.555, 'first_won_pct': 0.721, 'second_won_pct': 0.531, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 6, 'bpsvd_den': 9}",227.0,769.0,1.86,142.0,player_profile_classic,player_profile_classic,"['Marc Andrea Huesler', 'Stefano Napolitano']"
US Open,Hard,Q1,2025-08-25,,Marco Trungelliti,Christopher Eubanks,7-5 3-6 6-3,,,,,,,,,,,,,,,,,,,,,1.07,0.028999999999999998,0.038,0.5670000000000001,0.627,0.622,7.0,9.0,0.7777777777777778,0.94,0.064,0.073,0.609,0.731,0.395,9.0,12.0,0.75,"{'ace_pct': 0.028999999999999998, 'df_pct': 0.038, 'first_in_pct': 0.5670000000000001, 'first_won_pct': 0.627, 'second_won_pct': 0.622, 'bpsvd_pct': 0.7777777777777778, 'bpsvd_num': 7, 'bpsvd_den': 9}","{'ace_pct': 0.064, 'df_pct': 0.073, 'first_in_pct': 0.609, 'first_won_pct': 0.731, 'second_won_pct': 0.395, 'bpsvd_pct': 0.75, 'bpsvd_num': 9, 'bpsvd_den': 12}",183.0,179.0,1.07,152.0,player_profile_classic,player_profile_classic,"['Christopher Eubanks', 'Marco Trungelliti']"
US Open,Hard,Q1,2025-08-25,,Martin Damm,Stefano Travaglia,6-3 6-2,,,,,,,,,,,,,,,,,,,,,1.38,0.145,0.032,0.71,0.773,0.389,8.0,9.0,0.8888888888888888,0.72,0.048,0.016,0.5479999999999999,0.5589999999999999,0.5,2.0,6.0,0.3333333333333333,"{'ace_pct': 0.145, 'df_pct': 0.032, 'first_in_pct': 0.71, 'first_won_pct': 0.773, 'second_won_pct': 0.389, 'bpsvd_pct': 0.8888888888888888, 'bpsvd_num': 8, 'bpsvd_den': 9}","{'ace_pct': 0.048, 'df_pct': 0.016, 'first_in_pct': 0.5479999999999999, 'first_won_pct': 0.5589999999999999, 'second_won_pct': 0.5, 'bpsvd_pct': 0.3333333333333333, 'bpsvd_num': 2, 'bpsvd_den': 6}",431.0,208.0,1.38,76.0,player_profile_classic,player_profile_classic,"['Martin Damm', 'Stefano Travaglia']"
US Open,Hard,Q1,2025-08-25,,Martin Landaluce,Clement Tabur,6-4 6-4,,,,,,,,,,,,,,,,,,,,,1.35,0.113,0.019,0.604,0.75,0.47600000000000003,3.0,6.0,0.5,0.74,0.03,0.076,0.545,0.583,0.433,4.0,9.0,0.4444444444444444,"{'ace_pct': 0.113, 'df_pct': 0.019, 'first_in_pct': 0.604, 'first_won_pct': 0.75, 'second_won_pct': 0.47600000000000003, 'bpsvd_pct': 0.5, 'bpsvd_num': 3, 'bpsvd_den': 6}","{'ace_pct': 0.03, 'df_pct': 0.076, 'first_in_pct': 0.545, 'first_won_pct': 0.583, 'second_won_pct': 0.433, 'bpsvd_pct': 0.4444444444444444, 'bpsvd_num': 4, 'bpsvd_den': 9}",138.0,242.0,1.35,92.0,player_profile_classic,player_profile_classic,"['Clement Tabur', 'Martin Landaluce']"
US Open,Hard,Q1,2025-08-25,,Matteo Gigante,Edas Butvilas,3-6 6-4 6-2,,,,,,,,,,,,,,,,,,,,,1.07,0.0,0.098,0.47600000000000003,0.7440000000000001,0.465,6.0,10.0,0.6,0.93,0.091,0.045,0.545,0.625,0.5,7.0,12.0,0.5833333333333334,"{'ace_pct': 0.0, 'df_pct': 0.098, 'first_in_pct': 0.47600000000000003, 'first_won_pct': 0.7440000000000001, 'second_won_pct': 0.465, 'bpsvd_pct': 0.6, 'bpsvd_num': 6, 'bpsvd_den': 10}","{'ace_pct': 0.091, 'df_pct': 0.045, 'first_in_pct': 0.545, 'first_won_pct': 0.625, 'second_won_pct': 0.5, 'bpsvd_pct': 0.5833333333333334, 'bpsvd_num': 7, 'bpsvd_den': 12}",130.0,249.0,1.07,111.0,player_profile_classic,player_profile_classic,"['Edas Butvilas', 'Matteo Gigante']"
US Open,Hard,Q1,2025-08-25,2025.0,Merida Aguilar,Dalibor Svrcina,1-6 6-3 7-5,True,170.0,97.0,Daniel Merida Aguilar,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=DanielMeridaAguilar,,1.0,0.021,0.063,0.695,0.591,0.379,9.0,15.0,0.6,119.0,MERIDA AGUILAR,DALIBOR SVRCINA,1-6 6-3 7-5,2025|2025-08-25|US Open|Q1|MERIDA AGUILAR|DALIBOR SVRCINA|1-6 6-3 7-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,,Michael Zheng,Yasutaka Uchiyama,6-2 6-3,,,,,,,,,,,,,,,,,,,,,2.09,0.075,0.05,0.525,0.857,0.632,2.0,3.0,0.6666666666666666,0.48,0.028999999999999998,0.043,0.565,0.59,0.33299999999999996,7.0,12.0,0.5833333333333334,"{'ace_pct': 0.075, 'df_pct': 0.05, 'first_in_pct': 0.525, 'first_won_pct': 0.857, 'second_won_pct': 0.632, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 2, 'bpsvd_den': 3}","{'ace_pct': 0.028999999999999998, 'df_pct': 0.043, 'first_in_pct': 0.565, 'first_won_pct': 0.59, 'second_won_pct': 0.33299999999999996, 'bpsvd_pct': 0.5833333333333334, 'bpsvd_num': 7, 'bpsvd_den': 12}",321.0,225.0,2.09,68.0,player_profile_classic,player_profile_classic,"['Michael Zheng', 'Yasutaka Uchiyama']"
US Open,Hard,Q1,2025-08-25,,Mikhail Kukushkin,Andrea Pellegrino,7-6(4) 6-3,,,,,,,,,,,,,,,,,,,,,1.21,0.07,0.0,0.563,0.725,0.581,2.0,4.0,0.5,0.83,0.091,0.03,0.5,0.606,0.5760000000000001,6.0,9.0,0.6666666666666666,"{'ace_pct': 0.07, 'df_pct': 0.0, 'first_in_pct': 0.563, 'first_won_pct': 0.725, 'second_won_pct': 0.581, 'bpsvd_pct': 0.5, 'bpsvd_num': 2, 'bpsvd_den': 4}","{'ace_pct': 0.091, 'df_pct': 0.03, 'first_in_pct': 0.5, 'first_won_pct': 0.606, 'second_won_pct': 0.5760000000000001, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 6, 'bpsvd_den': 9}",234.0,141.0,1.21,97.0,player_profile_classic,player_profile_classic,"['Andrea Pellegrino', 'Mikhail Kukushkin']"
US Open,Hard,Q1,2025-08-25,2025.0,Mitchell Krueger,Rodriguez Taverna,6-3 5-7 6-1,False,207.0,186.0,Santiago Fa Rodriguez Taverna,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=SantiagoFaRodriguezTaverna,,0.76,0.08,0.023,0.6779999999999999,0.5589999999999999,0.607,4.0,8.0,0.5,118.0,MITCHELL KRUEGER,RODRIGUEZ TAVERNA,6-3 5-7 6-1,2025|2025-08-25|US Open|Q1|MITCHELL KRUEGER|RODRIGUEZ TAVERNA|6-3 5-7 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,2025.0,Mitchell Krueger,Santiago Fa Rodriguez Taverna,6-3 5-7 6-1,True,186.0,207.0,Mitchell Krueger,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=MitchellKrueger,,1.32,0.092,0.023,0.6779999999999999,0.78,0.46399999999999997,1.0,2.0,0.5,118.0,MITCHELL KRUEGER,SANTIAGO FA RODRIGUEZ TAVERNA,6-3 5-7 6-1,2025|2025-08-25|US Open|Q1|MITCHELL KRUEGER|SANTIAGO FA RODRIGUEZ TAVERNA|6-3 5-7 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,,Murphy Cassone,Thiago Monteiro,6-3 5-7 7-5,,,,,,,,,,,,,,,,,,,,,1.02,0.081,0.061,0.636,0.778,0.361,3.0,7.0,0.42857142857142855,0.98,0.053,0.043,0.628,0.7120000000000001,0.457,4.0,9.0,0.4444444444444444,"{'ace_pct': 0.081, 'df_pct': 0.061, 'first_in_pct': 0.636, 'first_won_pct': 0.778, 'second_won_pct': 0.361, 'bpsvd_pct': 0.42857142857142855, 'bpsvd_num': 3, 'bpsvd_den': 7}","{'ace_pct': 0.053, 'df_pct': 0.043, 'first_in_pct': 0.628, 'first_won_pct': 0.7120000000000001, 'second_won_pct': 0.457, 'bpsvd_pct': 0.4444444444444444, 'bpsvd_num': 4, 'bpsvd_den': 9}",180.0,169.0,1.02,143.0,player_profile_classic,player_profile_classic,"['Murphy Cassone', 'Thiago Monteiro']"
US Open,Hard,Q1,2025-08-25,,Nikoloz Basilashvili,Gauthier Onclin,7-6(6) 5-7 6-1,,,,,,,,,,,,,,,,,,,,,1.13,0.075,0.092,0.5329999999999999,0.797,0.375,5.0,10.0,0.5,0.88,0.017,0.06,0.598,0.643,0.40399999999999997,5.0,11.0,0.45454545454545453,"{'ace_pct': 0.075, 'df_pct': 0.092, 'first_in_pct': 0.5329999999999999, 'first_won_pct': 0.797, 'second_won_pct': 0.375, 'bpsvd_pct': 0.5, 'bpsvd_num': 5, 'bpsvd_den': 10}","{'ace_pct': 0.017, 'df_pct': 0.06, 'first_in_pct': 0.598, 'first_won_pct': 0.643, 'second_won_pct': 0.40399999999999997, 'bpsvd_pct': 0.45454545454545453, 'bpsvd_num': 5, 'bpsvd_den': 11}",108.0,213.0,1.13,165.0,player_profile_classic,player_profile_classic,"['Gauthier Onclin', 'Nikoloz Basilashvili']"
US Open,Hard,Q1,2025-08-25,,Oliver Crawford,Alex Bolt,5-7 6-4 6-4,,,,,,,,,,,,,,,,,,,,,0.98,0.073,0.055,0.655,0.708,0.447,7.0,10.0,0.7,1.02,0.069,0.01,0.627,0.6559999999999999,0.579,7.0,11.0,0.6363636363636364,"{'ace_pct': 0.073, 'df_pct': 0.055, 'first_in_pct': 0.655, 'first_won_pct': 0.708, 'second_won_pct': 0.447, 'bpsvd_pct': 0.7, 'bpsvd_num': 7, 'bpsvd_den': 10}","{'ace_pct': 0.069, 'df_pct': 0.01, 'first_in_pct': 0.627, 'first_won_pct': 0.6559999999999999, 'second_won_pct': 0.579, 'bpsvd_pct': 0.6363636363636364, 'bpsvd_num': 7, 'bpsvd_den': 11}",230.0,218.0,0.98,143.0,player_profile_classic,player_profile_classic,"['Alex Bolt', 'Oliver Crawford']"
US Open,Hard,Q1,2025-08-25,,Otto Virtanen,Benjamin Willwerth,6-7(5) 6-3 6-2,,,,,,,,,,,,,,,,,,,,,1.07,0.077,0.10300000000000001,0.632,0.77,0.465,8.0,9.0,0.8888888888888888,0.94,0.024,0.012,0.6,0.667,0.588,3.0,7.0,0.42857142857142855,"{'ace_pct': 0.077, 'df_pct': 0.10300000000000001, 'first_in_pct': 0.632, 'first_won_pct': 0.77, 'second_won_pct': 0.465, 'bpsvd_pct': 0.8888888888888888, 'bpsvd_num': 8, 'bpsvd_den': 9}","{'ace_pct': 0.024, 'df_pct': 0.012, 'first_in_pct': 0.6, 'first_won_pct': 0.667, 'second_won_pct': 0.588, 'bpsvd_pct': 0.42857142857142855, 'bpsvd_num': 3, 'bpsvd_den': 7}",123.0,1182.0,1.07,106.0,player_profile_classic,player_profile_classic,"['Benjamin Willwerth', 'Otto Virtanen']"
US Open,Hard,Q1,2025-08-25,2025.0,Pacheco Mendez,Sascha Gueymard Wayenburg,6-7(2) 6-3 6-1,True,224.0,206.0,Rodrigo Pacheco Mendez,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=RodrigoPachecoMendez,,1.18,0.040999999999999995,0.040999999999999995,0.684,0.657,0.516,6.0,8.0,0.75,137.0,PACHECO MENDEZ,SASCHA GUEYMARD WAYENBURG,6-7(2) 6-3 6-1,2025|2025-08-25|US Open|Q1|PACHECO MENDEZ|SASCHA GUEYMARD WAYENBURG|6-7(2) 6-3 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,,Patrick Maloney,Elias Ymer,6-3 7-6(3),,,,,,,,,,,,,,,,,,,,,1.35,0.156,0.047,0.547,0.8859999999999999,0.586,0.0,1.0,0.0,0.74,0.12300000000000001,0.031,0.677,0.727,0.524,1.0,3.0,0.3333333333333333,"{'ace_pct': 0.156, 'df_pct': 0.047, 'first_in_pct': 0.547, 'first_won_pct': 0.8859999999999999, 'second_won_pct': 0.586, 'bpsvd_pct': 0.0, 'bpsvd_num': 0, 'bpsvd_den': 1}","{'ace_pct': 0.12300000000000001, 'df_pct': 0.031, 'first_in_pct': 0.677, 'first_won_pct': 0.727, 'second_won_pct': 0.524, 'bpsvd_pct': 0.3333333333333333, 'bpsvd_num': 1, 'bpsvd_den': 3}",324.0,231.0,1.35,91.0,player_profile_classic,player_profile_classic,"['Elias Ymer', 'Patrick Maloney']"
US Open,Hard,Q1,2025-08-25,2025.0,Rei Sakamoto,Tyler Zink,4-6 7-5 7-6(8),True,197.0,348.0,Rei Sakamoto,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=ReiSakamoto,,1.12,0.085,0.085,0.575,0.6559999999999999,0.622,4.0,7.0,0.5714285714285714,171.0,REI SAKAMOTO,TYLER ZINK,4-6 7-5 7-6(8),2025|2025-08-25|US Open|Q1|REI SAKAMOTO|TYLER ZINK|4-6 7-5 7-6(8),,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,2025.0,Rodrigo Pacheco Mendez,Gueymard Wayenburg,6-7(2) 6-3 6-1,False,206.0,224.0,Sascha Gueymard Wayenburg,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=SaschaGueymardWayenburg,,0.85,0.042,0.052000000000000005,0.563,0.574,0.5,7.0,13.0,0.5384615384615384,137.0,RODRIGO PACHECO MENDEZ,GUEYMARD WAYENBURG,6-7(2) 6-3 6-1,2025|2025-08-25|US Open|Q1|RODRIGO PACHECO MENDEZ|GUEYMARD WAYENBURG|6-7(2) 6-3 6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Open,Hard,Q1,2025-08-25,,Roman Andres Burruchaga,Justin Engel,3-6 6-3 7-5,,,,,,,,,,,,,,,,,,,,,1.26,0.051,0.038,0.628,0.7959999999999999,0.44799999999999995,0.0,3.0,0.0,0.79,0.098,0.049,0.598,0.639,0.488,8.0,12.0,0.6666666666666666,"{'ace_pct': 0.051, 'df_pct': 0.038, 'first_in_pct': 0.628, 'first_won_pct': 0.7959999999999999, 'second_won_pct': 0.44799999999999995, 'bpsvd_pct': 0.0, 'bpsvd_num': 0, 'bpsvd_den': 3}","{'ace_pct': 0.098, 'df_pct': 0.049, 'first_in_pct': 0.598, 'first_won_pct': 0.639, 'second_won_pct': 0.488, 'bpsvd_pct': 0.6666666666666666, 'bpsvd_num': 8, 'bpsvd_den': 12}",142.0,220.0,1.26,126.0,player_profile_classic,player_profile_classic,"['Justin Engel', 'Roman Andres Burruchaga']"
US Open,Hard,Q1,2025-08-25,,Shintaro Mochizuki,Jurij Rodionov,6-2 4-6 6-2,,,,,,,,,,,,,,,,,,,,,1.2,0.021,0.07200000000000001,0.46399999999999997,0.622,0.5579999999999999,7.0,10.0,0.7,0.84,0.062,0.062,0.531,0.605,0.395,4.0,10.0,0.4,"{'ace_pct': 0.021, 'df_pct': 0.07200000000000001, 'first_in_pct': 0.46399999999999997, 'first_won_pct': 0.622, 'second_won_pct': 0.5579999999999999, 'bpsvd_pct': 0.7, 'bpsvd_num': 7, 'bpsvd_den': 10}","{'ace_pct': 0.062, 'df_pct': 0.062, 'first_in_pct': 0.531, 'first_won_pct': 0.605, 'second_won_pct': 0.395, 'bpsvd_pct': 0.4, 'bpsvd_num': 4, 'bpsvd_den': 10}",112.0,154.0,1.2,115.0,player_profile_classic,player_profile_classic,"['Jurij Rodionov', 'Shintaro Mochizuki']"
