match_date,tourney_name,surface,round,winner_name,loser_name,score,w_ta_dr,w_ta_ace_pct,w_ta_df_pct,w_ta_1stin_pct,w_ta_1stwon_pct,w_ta_2ndwon_pct,w_ta_bpsvd_num,w_ta_bpsvd_den,w_ta_bpsvd_pct,l_ta_dr,l_ta_ace_pct,l_ta_df_pct,l_ta_1stin_pct,l_ta_1stwon_pct,l_ta_2ndwon_pct,l_ta_bpsvd_num,l_ta_bpsvd_den,l_ta_bpsvd_pct,winner_stats,loser_stats,winner_rank,loser_rank,dr,time,source,ta_stats_source,source_profile_players,year,player_won,player_rank,opponent_rank,source_player,source_url,ta_more,ta_dr,ta_ace_pct,ta_df_pct,ta_1stin_pct,ta_1stwon_pct,ta_2ndwon_pct,ta_bpsvd_num,ta_bpsvd_den,ta_bpsvd_pct,minutes,winner_name_norm,loser_name_norm,score_norm,match_key
2025-05-26,Roland Garros,Clay,R128,Marton Fucsovics,Tristan Schoolkate,6-4 6-2 6-2,1.6,0.013999999999999999,0.027000000000000003,0.6890000000000001,0.725,0.652,3.0,4.0,0.75,0.63,0.05,0.04,0.604,0.6559999999999999,0.325,14.0,20.0,0.7,"{'ace_pct': 0.013999999999999999, 'df_pct': 0.027000000000000003, 'first_in_pct': 0.6890000000000001, 'first_won_pct': 0.725, 'second_won_pct': 0.652, 'bpsvd_pct': 0.75, 'bpsvd_num': 3, 'bpsvd_den': 4}","{'ace_pct': 0.05, 'df_pct': 0.04, 'first_in_pct': 0.604, 'first_won_pct': 0.6559999999999999, 'second_won_pct': 0.325, 'bpsvd_pct': 0.7, 'bpsvd_num': 14, 'bpsvd_den': 20}",124.0,128.0,1.6,,player_profile_classic,player_profile_classic,"['Marton Fucsovics', 'Tristan Schoolkate']",,,,,,,,,,,,,,,,,,,,,
2025-05-26,Roland Garros,Clay,R128,Matteo Arnaldi,Auger Aliassime,5-7 2-6 6-3 6-4 6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,False,27.0,36.0,Felix Auger Aliassime,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=FelixAugerAliassime,(ch),1.11,0.057999999999999996,0.051,0.584,0.713,0.561,12.0,17.0,0.7058823529411765,,MATTEO ARNALDI,AUGER ALIASSIME,5-7 2-6 6-3 6-4 6-2,2025|2025-05-26|Roland Garros|R128|MATTEO ARNALDI|AUGER ALIASSIME|5-7 2-6 6-3 6-4 6-2
2025-05-26,Roland Garros,Clay,R128,Matteo Arnaldi,Felix Auger Aliassime,5-7 2-6 6-3 6-4 6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,True,36.0,27.0,Matteo Arnaldi,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=MatteoArnaldi,(ch),0.9,0.040999999999999995,0.047,0.593,0.716,0.457,16.0,20.0,0.8,,MATTEO ARNALDI,FELIX AUGER ALIASSIME,5-7 2-6 6-3 6-4 6-2,2025|2025-05-26|Roland Garros|R128|MATTEO ARNALDI|FELIX AUGER ALIASSIME|5-7 2-6 6-3 6-4 6-2
2025-05-26,Roland Garros,Clay,R128,Matteo Gigante,Benjamin Hassan,6-4 6-2 6-0,1.99,0.07400000000000001,0.028999999999999998,0.588,0.825,0.5710000000000001,3.0,4.0,0.75,0.5,0.011000000000000001,0.033,0.467,0.5710000000000001,0.33299999999999996,7.0,14.0,0.5,"{'ace_pct': 0.07400000000000001, 'df_pct': 0.028999999999999998, 'first_in_pct': 0.588, 'first_won_pct': 0.825, 'second_won_pct': 0.5710000000000001, 'bpsvd_pct': 0.75, 'bpsvd_num': 3, 'bpsvd_den': 4}","{'ace_pct': 0.011000000000000001, 'df_pct': 0.033, 'first_in_pct': 0.467, 'first_won_pct': 0.5710000000000001, 'second_won_pct': 0.33299999999999996, 'bpsvd_pct': 0.5, 'bpsvd_num': 7, 'bpsvd_den': 14}",167.0,220.0,1.99,,player_profile_classic,player_profile_classic,"['Benjamin Hassan', 'Matteo Gigante']",,,,,,,,,,,,,,,,,,,,,
2025-05-26,Roland Garros,Clay,R128,Miomir Kecmanovic,Sebastian Baez,6-7(3) 6-7(4) 6-4 6-2 6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,False,38.0,46.0,Sebastian Baez,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=SebastianBaez,,0.84,0.042,0.032,0.7140000000000001,0.578,0.426,17.0,27.0,0.6296296296296297,,MIOMIR KECMANOVIC,SEBASTIAN BAEZ,6-7(3) 6-7(4) 6-4 6-2 6-2,2025|2025-05-26|Roland Garros|R128|MIOMIR KECMANOVIC|SEBASTIAN BAEZ|6-7(3) 6-7(4) 6-4 6-2 6-2
2025-05-26,Roland Garros,Clay,R128,Mpetshi Perricard,Zizou Bergs,4-6 6-3 7-6(5) 6-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,True,37.0,50.0,Giovanni Mpetshi Perricard,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=GiovanniMpetshiPerricard,(ch),1.12,0.094,0.039,0.614,0.7559999999999999,0.551,8.0,11.0,0.7272727272727273,,MPETSHI PERRICARD,ZIZOU BERGS,4-6 6-3 7-6(5) 6-4,2025|2025-05-26|Roland Garros|R128|MPETSHI PERRICARD|ZIZOU BERGS|4-6 6-3 7-6(5) 6-4
2025-05-26,Roland Garros,Clay,R128,Novak Djokovic,Mackenzie Mcdonald,6-3 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,False,98.0,6.0,Mackenzie Mcdonald,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=MackenzieMcdonald,(ch),0.51,0.076,0.038,0.6579999999999999,0.596,0.48100000000000004,4.0,9.0,0.4444444444444444,,NOVAK DJOKOVIC,MACKENZIE MCDONALD,6-3 6-3 6-3,2025|2025-05-26|Roland Garros|R128|NOVAK DJOKOVIC|MACKENZIE MCDONALD|6-3 6-3 6-3
2025-05-26,Roland Garros,Clay,R128,Nuno Borges,Kyrian Jacquet,3-6 6-7(3) 6-4 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,False,150.0,41.0,Kyrian Jacquet,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=KyrianJacquet,(ch),0.9,0.043,0.032,0.53,0.7240000000000001,0.425,15.0,22.0,0.6818181818181818,,NUNO BORGES,KYRIAN JACQUET,3-6 6-7(3) 6-4 6-3 6-3,2025|2025-05-26|Roland Garros|R128|NUNO BORGES|KYRIAN JACQUET|3-6 6-7(3) 6-4 6-3 6-3
2025-05-26,Roland Garros,Clay,R128,Pablo Carreno Busta,Francisco Comesana,6-2 7-6(3) 7-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,False,64.0,99.0,Francisco Comesana,https://www.tennisabstract.com/cgi-bin/player-classic.cgi?p=FranciscoComesana,,0.79,0.066,0.027999999999999997,0.557,0.6609999999999999,0.40399999999999997,3.0,8.0,0.375,,PABLO CARRENO BUSTA,FRANCISCO COMESANA,6-2 7-6(3) 7-5,2025|2025-05-26|Roland Garros|R128|PABLO CARRENO BUSTA|FRANCISCO COMESANA|6-2 7-6(3) 7-5
2025-05-26,Roland Garros,Clay,R128,Pierre Hugues Herbert,Benjamin Bonzi,7-5 3-6 4-6 7-5 6-2,1.01,0.075,0.11599999999999999,0.616,0.7559999999999999,0.429,3.0,8.0,0.375,0.99,0.019,0.019,0.755,0.667,0.5,8.0,14.0,0.5714285714285714,"{'ace_pct': 0.075, 'df_pct': 0.11599999999999999, 'first_in_pct': 0.616, 'first_won_pct': 0.7559999999999999, 'second_won_pct': 0.429, 'bpsvd_pct': 0.375, 'bpsvd_num': 3, 'bpsvd_den': 8}","{'ace_pct': 0.019, 'df_pct': 0.019, 'first_in_pct': 0.755, 'first_won_pct': 0.667, 'second_won_pct': 0.5, 'bpsvd_pct': 0.5714285714285714, 'bpsvd_num': 8, 'bpsvd_den': 14}",147.0,60.0,1.01,,player_profile_classic,player_profile_classic,"['Benjamin Bonzi', 'Pierre Hugues Herbert']",,,,,,,,,,,,,,,,,,,,,
