bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge
3108,1414,0.45495495495495497,3108.0,100.58,0.03236164736164736,-77.48000000000033,3.62779601029601,0.5087414453950931,0.08183267444855227
