bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,model_type
1903,828,0.4351024697845507,1903.0,76.35999999999993,0.04012611665790853,-77.47999999999999,2.9793431424067265,0.49354116560144445,0.06977025249930349,other
1205,586,0.4863070539419087,1205.0,24.21999999999998,0.02009958506224065,-58.44,4.651867219917013,0.5327465345629881,0.10088229185056093,top_10
