snapshot_time,event_ticker,series_ticker,event_title,market_ticker,market_title,market_subtitle,yes_sub_title,no_sub_title,occurrence_datetime,close_time,yes_bid,yes_ask,no_bid,no_ask,last_price,liquidity_dollars,volume,volume_24h,yes_decimal_odds,no_decimal_odds,source
2026-05-23T03:50:11.492068+00:00,KXSINNERFINISH-29,KXSINNERFINISH,Jannik Sinner to Complete Tennis by 2028,KXSINNERFINISH-29-JSIN,Will Jannik Sinner win every major tennis event by 2028?,Jannik Sinner to win every major tennis event by 2028,Jannik Sinner to win every major tennis event by 2028,Jannik Sinner to win every major tennis event by 2028,2029-01-01T15:00:00Z,2029-01-15T15:00:00Z,0.02,0.9,0.1,0.98,0.35,0.0,10.92,0.0,1.1111111111111112,1.0204081632653061,kalshi
