bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,model_type
47,7,0.14893617021276595,47.0,-23.88,-0.5080851063829787,-24.08,4.680851063829787,0.2795819932716851,0.03318908947974981,-0.01020911991211859,0.425531914893617,other
380,166,0.4368421052631579,380.0,8.45,0.022236842105263156,-30.27999999999999,4.265421052631579,0.4967774743751301,0.09632679387072875,-8.72848339174296e-05,0.43157894736842106,top_10
