bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate
427,173,0.405152224824356,427.0,-15.429999999999996,-0.03613583138173301,-49.73000000000002,4.311147540983606,0.4728707118180765,0.0893772104834313,-0.0012013978284735295,0.4309133489461358
