bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,year
305,120,0.39344262295081966,305.0,-24.529999999999998,-0.08042622950819671,-49.73000000000002,4.188688524590164,0.4834467703047438,0.09362134297462198,-0.0016694071597286324,0.42950819672131146,2019
122,53,0.4344262295081967,122.0,9.1,0.07459016393442623,-16.259999999999998,4.617295081967214,0.44643056560140815,0.07876687925545464,-3.137450033577304e-05,0.4344262295081967,2020
305,118,0.38688524590163936,305.0,1.000000000000007,0.0032786885245901874,-39.44,4.492819672131147,0.4519813950872738,0.0734496726663226,0.1850970737611085,0.4852459016393443,2021
232,102,0.4396551724137931,232.0,-5.129999999999994,-0.022112068965517213,-33.47,3.7672413793103448,0.480452589659517,0.07257325189706666,0.01142761756169568,0.521551724137931,2022
292,147,0.5034246575342466,292.0,17.87,0.06119863013698631,-22.610000000000003,3.459657534246575,0.5401819430306447,0.07999968050018763,0.018608028153627377,0.523972602739726,2023
312,117,0.375,312.0,-56.04,-0.17961538461538462,-56.11000000000001,3.8223717948717946,0.4617171064435389,0.07002205090330389,0.018987439913437154,0.5769230769230769,2024
261,104,0.39846743295019155,261.0,6.510000000000002,0.02494252873563219,-28.090000000000018,4.522911877394636,0.4378275115358998,0.0620449927285573,0.02331774188966319,0.5823754789272031,2025
120,44,0.36666666666666664,120.0,-26.529999999999994,-0.22108333333333327,-28.88,4.122000000000001,0.4373262941522365,0.054292170354300555,0.04727514320708595,0.6833333333333333,2026
