tourney_date,match_date,tourney_name,round,surface,tournament_importance,player,opponent,side,model_type,model_probability,odds,closing_odds,clv,market_probability,edge,ev,won,stake,profit
2019-02-25,2019-03-01,Sao Paulo,QF,Clay,3,Marco Trungelliti,Guido Pella,player1,other,0.23394509925715992,4.5,4.62,-0.025974025974025983,0.21052631578947367,0.02341878346768625,0.052752946657219635,False,1.0,-1.0
2019-02-25,2019-03-01,Acapulco,QF,Hard,3,John Millman,John Isner,player1,top_10,0.46283717039383304,2.3,2.28,0.00877192982456143,0.411764705882353,0.051072464511480065,0.06452549190581591,False,1.0,-1.0
2019-02-25,2019-03-02,Dubai,F,Hard,3,Roger Federer,Stefanos Tsitsipas,player1,top_10,0.933101929334694,1.28,1.32,-0.030303030303030276,0.7455268389662029,0.18757509036849118,0.19437046954840842,True,1.0,0.28
2019-02-25,2019-03-02,Acapulco,SF,Hard,3,Cameron Norrie,Alexander Zverev,player2,top_10,0.280874111517174,5.0,5.09,-0.017681728880157177,0.1883116883116883,0.09256242320548572,0.40437055758587004,False,1.0,-1.0
2019-02-25,2019-03-02,Acapulco,SF,Hard,3,Nick Kyrgios,John Isner,player2,top_10,0.6137664344440832,1.72,1.74,-0.011494252873563204,0.549738219895288,0.06402821454879515,0.055678267243823076,True,1.0,0.72
2019-03-04,2019-03-09,Indian Wells Masters,R64,Hard,4,Felix Auger Aliassime,Stefanos Tsitsipas,player1,top_10,0.4138869612951542,3.0,3.03,-0.009900990099009799,0.3119266055045871,0.10196035579056706,0.24166088388546247,True,1.0,2.0
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Mackenzie Mcdonald,Daniil Medvedev,player1,other,0.28724559953513973,3.75,3.94,-0.048223350253807085,0.25,0.03724559953513973,0.07717099825677398,False,1.0,-1.0
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Nicolas Jarry,Kyle Edmund,player1,other,0.3144809930787147,3.4,3.43,-0.008746355685131268,0.2765957446808511,0.03788524839786361,0.0692353764676299,False,1.0,-1.0
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Martin Klizan,Alexander Zverev,player2,top_10,0.23087932000286115,5.5,6.12,-0.10130718954248363,0.1716867469879518,0.05919257301490935,0.26983626001573646,False,1.0,-1.0
2019-03-04,2019-03-10,Indian Wells Masters,R64,Hard,4,Jordan Thompson,Dominic Thiem,player1,top_10,0.39411499336007094,3.25,3.36,-0.03273809523809523,0.2903930131004367,0.10372198025963425,0.2808737284202305,False,1.0,-1.0
2019-03-04,2019-03-11,Indian Wells Masters,R32,Hard,4,Jan Lennard Struff,Alexander Zverev,player2,top_10,0.2797877163503044,5.0,4.94,0.012145748987854255,0.1883116883116883,0.09147602803861613,0.3989385817515221,True,1.0,4.0
2019-03-04,2019-03-11,Indian Wells Masters,R32,Hard,4,Gilles Simon,Dominic Thiem,player1,top_10,0.44112546103821204,3.0,2.97,0.010101010101009944,0.3181818181818181,0.12294364285639392,0.3233763831146361,False,1.0,-1.0
2019-03-04,2019-03-12,Indian Wells Masters,R32,Hard,4,John Isner,Guido Pella,player2,top_10,0.8583662356932734,1.22,1.24,-0.016129032258064502,0.7801801801801801,0.07818605551309332,0.04720680754579354,True,1.0,0.21999999999999997
2019-03-04,2019-03-12,Indian Wells Masters,R32,Hard,4,Hubert Hurkacz,Kei Nishikori,player1,top_10,0.357941780566305,3.2,3.38,-0.053254437869822424,0.2982456140350877,0.05969616653121729,0.14541369781217606,True,1.0,2.2
2019-03-04,2019-03-13,Indian Wells Masters,R16,Hard,4,John Isner,Karen Khachanov,player1,top_10,0.6994637459300199,1.61,1.64,-0.018292682926829174,0.588235294117647,0.11122845181237295,0.12613663094733213,False,1.0,-1.0
2019-03-04,2019-03-13,Indian Wells Masters,R16,Hard,4,Kyle Edmund,Roger Federer,player1,top_10,0.3454906144828118,4.5,4.52,-0.004424778761061843,0.21052631578947367,0.13496429869333815,0.5547077651726531,False,1.0,-1.0
2019-03-04,2019-03-14,Indian Wells Masters,R16,Hard,4,Ivo Karlovic,Dominic Thiem,player1,top_10,0.40213604512562073,3.5,3.43,0.020408163265306145,0.27083333333333337,0.13130271179228736,0.4074761579396725,False,1.0,-1.0
2019-03-04,2019-03-16,Indian Wells Masters,SF,Hard,4,Dominic Thiem,Milos Raonic,player1,top_10,0.4376037219198967,2.37,2.37,0.0,0.398477157360406,0.039126564559490706,0.03712082095015523,True,1.0,1.37
2019-03-04,2019-03-17,Indian Wells Masters,F,Hard,4,Dominic Thiem,Roger Federer,player1,top_10,0.26739366520470675,4.0,3.98,0.005025125628140614,0.23809523809523808,0.029298427109468672,0.06957466081882702,True,1.0,3.0
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Kei Nishikori,Dusan Lajovic,player1,top_10,0.8891150459083326,1.18,1.16,0.01724137931034475,0.7922535211267606,0.09686152478157195,0.04915575417183238,False,1.0,-1.0
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Mischa Zverev,Nikoloz Basilashvili,player1,other,0.31449569509939257,3.75,3.7,0.013513513513513375,0.25,0.06449569509939257,0.1793588566227221,False,1.0,-1.0
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Hubert Hurkacz,Dominic Thiem,player1,top_10,0.405774556015049,3.0,3.18,-0.05660377358490576,0.3119266055045871,0.09384795051046191,0.21732366804514702,True,1.0,2.0
2019-03-18,2019-03-22,Miami Masters,R64,Hard,4,Ilya Ivashka,Kyle Edmund,player1,other,0.23116526234092566,4.5,4.6,-0.021739130434782483,0.2077464788732394,0.02341878346768625,0.040243680534165494,False,1.0,-1.0
2019-03-18,2019-03-23,Miami Masters,R64,Hard,4,Mackenzie Mcdonald,Stefanos Tsitsipas,player1,top_10,0.38526546252355826,3.75,3.84,-0.0234375,0.25,0.13526546252355826,0.4447454844633436,False,1.0,-1.0
2019-03-18,2019-03-24,Miami Masters,R64,Hard,4,David Ferrer,Alexander Zverev,player2,top_10,0.2976327022911728,4.0,4.05,-0.012345679012345623,0.23371647509578544,0.06391622719538734,0.19053080916469112,True,1.0,3.0
2019-03-18,2019-03-25,Miami Masters,R32,Hard,4,Kevin Anderson,Joao Sousa,player2,top_10,0.6923244947344314,1.53,1.52,0.006578947368421018,0.6203473945409429,0.07197710019348846,0.059256476943680025,True,1.0,0.53
2019-03-18,2019-03-26,Miami Masters,R32,Hard,4,Leonardo Mayer,Stefanos Tsitsipas,player1,top_10,0.36334798641525134,4.0,3.84,0.04166666666666674,0.23809523809523808,0.12525274832001326,0.4533919456610054,False,1.0,-1.0
2019-03-18,2019-03-26,Miami Masters,R16,Hard,4,Kevin Anderson,Jordan Thompson,player1,top_10,0.8053040158369336,1.4,1.42,-0.014084507042253502,0.6818181818181818,0.1234858340187518,0.12742562217170694,True,1.0,0.3999999999999999
2019-03-18,2019-03-26,Miami Masters,R16,Hard,4,John Isner,Kyle Edmund,player2,top_10,0.6770387579276788,1.9,1.85,0.027027027027026973,0.5,0.17703875792767876,0.2863736400625896,True,1.0,0.8999999999999999
2019-03-18,2019-03-26,Miami Masters,R16,Hard,4,Novak Djokovic,Roberto Bautista Agut,player1,top_10,0.8611461663447785,1.2,1.19,0.008403361344537785,0.7894736842105263,0.07167248213425215,0.03337539961373412,False,1.0,-1.0
2019-03-18,2019-03-27,Miami Masters,R16,Hard,4,Denis Shapovalov,Stefanos Tsitsipas,player1,top_10,0.544354466611205,2.2,2.2,0.0,0.43005181347150256,0.11430265313970245,0.19757982654465112,True,1.0,1.2000000000000002
2019-03-18,2019-03-27,Miami Masters,R16,Hard,4,Daniil Medvedev,Roger Federer,player1,top_10,0.3838752477991174,3.5,3.52,-0.005681818181818232,0.27083333333333337,0.11304191446578404,0.34356336729691095,False,1.0,-1.0
2019-03-18,2019-03-29,Miami Masters,QF,Hard,4,Kevin Anderson,Roger Federer,player1,top_10,0.32922292354572524,5.0,4.86,0.028806584362139898,0.1883116883116883,0.14091123523403695,0.6461146177286262,False,1.0,-1.0
2019-03-18,2019-03-29,Miami Masters,SF,Hard,4,Roger Federer,Denis Shapovalov,player1,top_10,0.9400480654224102,1.2,1.2,0.0,0.7894736842105263,0.15057438121188382,0.12805767850689215,True,1.0,0.19999999999999996
2019-04-08,2019-04-09,Marrakech,R32,Clay,3,Denis Istomin,Alexander Zverev,player2,top_10,0.18919042027661503,6.0,7.0,-0.1428571428571429,0.15730337078651685,0.031887049490098185,0.1351425216596902,False,1.0,-1.0
2019-04-08,2019-04-11,Marrakech,R16,Clay,3,Alexander Zverev,Jaume Munar,player2,top_10,0.8433427235808576,1.25,1.24,0.008064516129032251,0.75,0.0933427235808576,0.054178404476072,False,1.0,-1.0
2019-04-15,2019-04-17,Monte Carlo Masters,R32,Clay,4,Dominic Thiem,Martin Klizan,player2,top_10,0.8694876899604718,1.2,1.22,-0.016393442622950838,0.783001808318264,0.08648588164220772,0.04338522795256608,True,1.0,0.19999999999999996
2019-04-15,2019-04-17,Monte Carlo Masters,R32,Clay,4,Mikhail Kukushkin,Stefanos Tsitsipas,player1,top_10,0.40072676382704964,3.75,4.06,-0.07635467980295563,0.25,0.15072676382704964,0.5027253643514361,False,1.0,-1.0
2019-04-15,2019-04-18,Monte Carlo Masters,R16,Clay,4,Alexander Zverev,Fabio Fognini,player2,top_10,0.8520965770577356,1.25,1.25,0.0,0.7619047619047619,0.0901918151529737,0.06512072132216945,False,1.0,-1.0
2019-04-15,2019-04-18,Monte Carlo Masters,R16,Clay,4,Dominic Thiem,Dusan Lajovic,player2,top_10,0.9333080320045543,1.16,1.17,-0.008547008547008517,0.8116883116883117,0.12161972031624257,0.08263731712528286,False,1.0,-1.0
2019-04-15,2019-04-18,Monte Carlo Masters,R16,Clay,4,Stefanos Tsitsipas,Daniil Medvedev,player1,top_10,0.687716290047987,1.72,1.76,-0.022727272727272707,0.549738219895288,0.13797807015269892,0.18287201888253757,False,1.0,-1.0
2019-04-15,2019-04-19,Monte Carlo Masters,QF,Clay,4,Guido Pella,Rafael Nadal,player2,top_10,0.09393788241392298,17.0,15.87,0.07120352867044755,0.05660377358490567,0.03733410882901731,0.5969440010366907,False,1.0,-1.0
2019-04-22,2019-04-23,Barcelona,R32,Clay,3,Dominic Thiem,Diego Schwartzman,player1,top_10,0.8487432959728847,1.3,1.3,0.0,0.7234042553191489,0.1253390406537358,0.10336628476475013,True,1.0,0.30000000000000004
2019-04-22,2019-04-23,Barcelona,R32,Clay,3,Stefanos Tsitsipas,Marton Fucsovics,player1,top_10,0.8187738278801522,1.3,1.32,-0.015151515151515138,0.7234042553191489,0.09536957256100331,0.06440597624419789,True,1.0,0.30000000000000004
2019-04-22,2019-04-25,Barcelona,R16,Clay,3,Felix Auger Aliassime,Kei Nishikori,player1,top_10,0.4662545576587013,2.3,2.25,0.022222222222222143,0.411764705882353,0.0544898517763483,0.07238548261501287,False,1.0,-1.0
2019-04-22,2019-04-25,Barcelona,R16,Clay,3,Jan Lennard Struff,Stefanos Tsitsipas,player1,top_10,0.3984309629892396,3.75,3.73,0.00536193029490617,0.25447316103379725,0.14395780195544233,0.4941161112096484,True,1.0,2.75
2019-04-22,2019-04-25,Barcelona,R16,Clay,3,David Ferrer,Rafael Nadal,player2,top_10,0.19441887890161968,5.5,5.59,-0.01610017889087656,0.1716867469879518,0.02273213191366788,0.06930383395890827,False,1.0,-1.0
2019-04-22,2019-04-26,Barcelona,QF,Clay,3,Kei Nishikori,Roberto Carballes Baena,player1,top_10,0.8764007390558989,1.22,1.27,-0.03937007874015752,0.7801801801801801,0.09622055887571879,0.06920890164819662,True,1.0,0.21999999999999997
2019-04-22,2019-04-26,Barcelona,QF,Clay,3,Jan Lennard Struff,Rafael Nadal,player1,top_10,0.18523825740318395,10.0,9.4,0.06382978723404253,0.09584086799276674,0.08939738941041721,0.8523825740318394,False,1.0,-1.0
2019-04-22,2019-04-28,Barcelona,F,Clay,3,Dominic Thiem,Daniil Medvedev,player1,top_10,0.9064614817873049,1.28,1.29,-0.007751937984496138,0.7455268389662029,0.16093464282110204,0.1602706966877503,True,1.0,0.28
2019-04-29,2019-05-01,Estoril,R16,Clay,3,Guido Andreozzi,Stefanos Tsitsipas,player1,top_10,0.23902792955957963,4.5,4.97,-0.09456740442655931,0.2077464788732394,0.03128145068634022,0.07562568301810835,False,1.0,-1.0
2019-04-29,2019-05-02,Munich,R16,Clay,3,Taro Daniel,Guido Pella,player2,other,0.24501049925836804,4.5,4.82,-0.06639004149377603,0.2077464788732394,0.03726402038512863,0.10254724666265613,False,1.0,-1.0
2019-04-29,2019-05-04,Estoril,SF,Clay,3,Stefanos Tsitsipas,David Goffin,player1,top_10,0.7909412523065422,1.53,1.52,0.006578947368421018,0.6203473945409429,0.17059385776559932,0.21014011602900962,True,1.0,0.53
2019-05-06,2019-05-07,Madrid Masters,R32,Clay,4,Reilly Opelka,Dominic Thiem,player2,top_10,0.2925881497575151,6.0,5.88,0.020408163265306145,0.15730337078651685,0.13528477897099828,0.7555288985450908,False,1.0,-1.0
2019-05-06,2019-05-07,Madrid Masters,R32,Clay,4,Roger Federer,Richard Gasquet,player2,top_10,0.98,1.1,1.1,0.0,0.8641975308641975,0.1158024691358025,0.07800000000000007,True,1.0,0.10000000000000009
2019-05-06,2019-05-08,Madrid Masters,R32,Clay,4,Felix Auger Aliassime,Rafael Nadal,player2,top_10,0.2270892493362614,5.5,5.29,0.03969754253308122,0.1716867469879518,0.055402502348309596,0.24899087134943765,False,1.0,-1.0
2019-05-06,2019-05-08,Madrid Masters,R32,Clay,4,Hugo Dellien,Kei Nishikori,player1,top_10,0.2638053622564897,6.0,5.78,0.03806228373702414,0.15730337078651685,0.10650199146997286,0.5828321735389383,False,1.0,-1.0
2019-05-06,2019-05-08,Madrid Masters,R32,Clay,4,Juan Martin del Potro,Laslo Djere,player1,top_10,0.7136937441224965,1.72,1.76,-0.022727272727272707,0.5376344086021505,0.17605933552034603,0.22755323989069398,False,1.0,-1.0
2019-05-06,2019-05-09,Madrid Masters,R16,Clay,4,Frances Tiafoe,Rafael Nadal,player2,top_10,0.09743027404618687,11.0,10.39,0.05871029836381125,0.08713692946058092,0.010293344585605949,0.07173301450805558,False,1.0,-1.0
2019-05-06,2019-05-09,Madrid Masters,R16,Clay,4,Stan Wawrinka,Kei Nishikori,player2,top_10,0.6372499025662042,1.72,1.72,0.0,0.549738219895288,0.08751168267091614,0.09606983241387118,True,1.0,0.72
2019-05-06,2019-05-09,Madrid Masters,R16,Clay,4,Hubert Hurkacz,Alexander Zverev,player2,top_10,0.3559133490686498,3.2,2.93,0.0921501706484642,0.2982456140350877,0.057667735033562095,0.1389227170196794,False,1.0,-1.0
2019-05-06,2019-05-09,Madrid Masters,R16,Clay,4,Stefanos Tsitsipas,Fernando Verdasco,player1,top_10,0.7882111930422513,1.33,1.35,-0.014814814814814836,0.7188160676532769,0.06939512538897441,0.04832088674619428,True,1.0,0.33000000000000007
2019-05-06,2019-05-09,Madrid Masters,R16,Clay,4,Fabio Fognini,Dominic Thiem,player2,top_10,0.3728327317022896,3.2,3.17,0.009463722397476504,0.2982456140350877,0.07458711766720189,0.19306474144732677,False,1.0,-1.0
2019-05-06,2019-05-09,Madrid Masters,R16,Clay,4,Gael Monfils,Roger Federer,player2,top_10,0.325221610549263,3.5,3.62,-0.03314917127071826,0.27083333333333337,0.05438827721592965,0.13827563692242062,False,1.0,-1.0
2019-05-06,2019-05-10,Madrid Masters,QF,Clay,4,Stefanos Tsitsipas,Alexander Zverev,player1,top_10,0.7118636155310849,1.66,1.69,-0.017751479289940808,0.5699481865284974,0.14191542900258747,0.18169360178160088,True,1.0,0.6599999999999999
