bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate
1949,805,0.41303232426885583,1949.0,-77.75,-0.03989225243714725,-104.23000000000002,4.085731144176501,0.47192207318287105,0.07456069964716684,0.04192375125223052,0.5233453052847614
