bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,model_type
377,117,0.3103448275862069,377.0,-57.0,-0.15119363395225463,-59.76000000000001,3.8320954907161804,0.35387841557823096,0.04001240141485556,0.01843040801761872,0.636604774535809,other
1572,688,0.43765903307888043,1572.0,-20.75,-0.013199745547073791,-90.56000000000009,4.146558524173027,0.5002315254201162,0.082846137582015,0.04755796906358462,0.4961832061068702,top_10
