bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge
4307,1695,0.3935453912235895,4307.0,-400.36,-0.09295565358718366,-400.8399999999989,4.208233108892501,0.46888208171548046,0.0660018931066768
