bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,year
650,279,0.42923076923076925,650.0,-60.8,-0.09353846153846153,-68.67000000000002,2.8806153846153846,0.5132938838536556,0.07131783486436491,2019
285,120,0.42105263157894735,285.0,1.599999999999997,0.005614035087719287,-22.990000000000002,3.2196491228070174,0.49360394494737303,0.07074777436037658,2020
367,164,0.44686648501362397,367.0,-24.479999999999997,-0.06670299727520435,-41.17,3.173923705722071,0.5019471154117551,0.0689863461284912,2021
487,230,0.4722792607802875,487.0,162.42999999999998,0.3335318275154004,-26.819999999999993,3.237104722792608,0.5311523633190957,0.0704074749363112,2022
460,199,0.4326086956521739,460.0,-110.30000000000001,-0.2397826086956522,-112.18000000000005,2.8948260869565217,0.5485812885193141,0.07025618606769837,2023
365,174,0.4767123287671233,365.0,2.0699999999999994,0.005671232876712327,-33.80999999999999,2.9722191780821916,0.5336379159044597,0.07023115146139444,2024
369,166,0.44986449864498645,369.0,-24.330000000000002,-0.0659349593495935,-40.87999999999998,3.393956639566395,0.5146005612420245,0.06693781286126826,2025
143,51,0.35664335664335667,143.0,-38.99,-0.27265734265734265,-38.990000000000016,4.266293706293706,0.4747629171018227,0.06263230902795922,2026
