bets,wins,win_rate,staked,profit,roi,max_drawdown,average_odds,average_model_probability,average_edge,model_type
2514,996,0.39618138424821003,2514.0,-107.37000000000003,-0.042708830548926026,-187.5100000000001,3.2114041368337314,0.46991946691403746,0.059793273446256005,other
1793,699,0.3898494143892917,1793.0,-292.99,-0.16340769659788065,-292.9899999999995,5.60590630228667,0.4674275438520267,0.07470711888821496,top_10
